arh,esp
"Eymí awi Niwipawri i'ngwi yow ikʉsin, powrusin, kʉnkʉnʉsin, inʉ bonʉyasin yowkʉchʉ inʉ pin kʉchunha zʉn una, eyma'bari.","Y destruyó estas ciudades y toda la llanura, todos los habitantes de las ciudades y la vegetación del campo."
"Ʉweri ikʉ zʉ Gʉmʉsinʉ warinzanʉ kinkiri wichʉkwa kaway zʉn gun nʉndi sanusi Niwipaw zʉ ga'kʉnamʉse' a'kumana anʉnchunhey gun eykizanʉndi. Ʉweki eyma cheyrwa ʉnnʉkʉnmi'nʉyari azi chʉwí a'zʉnniko, kwakumey kineki kwakumu' nʉn nʉnkʉri dunari zʉnna” winʉkʉyana.","Es cierto que el Hijo del hombre tiene que seguir su camino, como dicen de él las Escrituras. Sin embargo, ¡ay de aquel que traiciona al Hijo del hombre! Mejor le sería no haber nacido.La cena del Señor"
"Urakʉse' inʉ du ʉnkowwari ingʉ gun nekawʉndi, ʉya ʉngʉrʉsa unarwáɉuri eygwi ingumʉn awʉn kawi ʉngow uwe' nʉnkʉri inʉ ʉnnʉka'ni'na awiri inʉ nʉkʉnʉnari yow ʉya'ba gunti du anʉnkawkweyri nʉkʉna'nʉnno keywʉ a'zari nʉngwari,",¡Ya sé qué haré! Derribaré los graneros y haré otros más grandes donde pueda meter todo el trigo junto con todos mis bienes.
"Ey awi i'ngwi ikʉse'ri: —“Sakuku, ¿ingʉ mowga zʉnki ʉnzagichʉngwari nʉnno?” key ie'ri,","Una vez, uno le preguntó:—Señor, ¿son pocos los que se salvan?Jesús les dijo:"
"Ey awi Isaari Jakobu ga'kʉnamʉ duna a'wesi kʉchunhey, Jakobu ana'chonaki nuse'ri, Esauri kʉnkʉnʉn zawasi neynari kinkuma keywʉ una.","Apenas había terminado Isaac de bendecir a Jacob y de salir este de donde estaba su padre, cuando volvió de cazar Esaú, su hermano."
"Ey uye' winʉkʉriwiya ɉinase'ri:—“Ʉweri cheyrwa a'miasin kʉsa nikʉkwari eymí mikʉnikʉkwey nikʉndi, aɉumeka kʉsaniku' nanʉnʉnkʉri duri na'nʉnno” winʉkey ie'ri.","Los discípulos dijeron a Jesús:—Pues si esa es la situación del hombre respecto de la mujer, más vale no casarse."
"I'mʉnʉ keywʉ í seia nʉngwari, winu a'dosʉya awiri pan gʉwasindi kʉmʉrin winde'kʉwikumeyri, i'ngweti winde'kʉwikumʉyari diwʉn diwʉn zari ey zʉnna.","cuando en la misma noche, ambos —el copero y el panadero del rey de Egipto— tuvieron un sueño, cada uno el suyo, y cada sueño con su propio significado."
—“Tá kinki Niwipaw zʉ gʉmʉsinʉ gun nʉnʉndi ema a'nʉ neki pan re'gowri aw'kinanʉko” keywʉ Ikʉnusise'ri key ie'ri.,"Entonces le dijo el diablo:—Si de veras eres Hijo de Dios, di que esta piedra se convierta en pan."
"Ey uye'ki Lot zʉn a'miari eyki Lot zʉ tʉkin kurenisi zwein nu'nari, goɉiri gakay wa'ka ʉwa a'zanʉkindi, nʉgú ʉnni'na gʉchʉri richʉ ʉnnu'na.","En cuanto a la mujer de Lot, quedó convertida en estatua de sal por haber mirado hacia atrás."
inʉ kʉnʉna nenʉn yow anʉnka'zagisʉn gwa'siri.,"Aquella misma noche, Jacob se levantó, tomó a sus dos mujeres junto con sus dos criadas y sus once hijos, y los hizo cruzar el vado del río Yaboc."
"awi keywʉ ma' reyse'ri, judíw ɉina zʉ kunsamʉ dugwi nʉɉwa'si keywʉri, rimaseysaykwey imʉ niwikʉnikʉn nugari dugwi gun nʉɉwa'sʉndi, ʉweri nʉkin tanʉ me'zari nʉnʉnno'kwa nu'nanʉn zʉn na'zʉni.","Nadie mejor que tú, que eres un experto conocedor de todas las costumbres y cuestiones judías. Te ruego, pues, que me escuches con paciencia."
"Ey ʉwe'ki ikʉse' kʉkay pari a'chonʉya nʉngwari anugwese' pari nákʉn nʉga gun nʉndi, eyma nʉngwa wa'mʉ miwinsʉkwa nanu'kinó.","En cambio, lo que sale de la boca procede del corazón, y eso es lo que hace impura a la persona."
"Ʉwe'ki Anugwe Duna miwise' nʉnnige'ri ɉumamʉ ihapari nʉnzey tetigu nari Jerusalén pariri, Judea, Samaria awiri i'ngwi aɉu ka'gʉmʉse' tʉgʉnsa awkin azwei'nʉnniko” winʉkʉyana.","Ustedes recibirán la fuerza del Espíritu Santo que descenderá sobre ustedes y los capacitará para que den testimonio de mí en Jerusalén, en toda Judea, en Samaría y hasta el último rincón de la tierra."
"‘Nʉn Miwipawri eygwi naka awiri,Dawise' pari i'ngwi nákʉn nuga eygwi rey ʉncho awnʉngwa ni.",Después de esto volveré y reconstruiré la derruida casa de David. Reconstruiré sus ruinas y la pondré de nuevo en pie.
"Abrandi nowmʉsinʉ gun nare'ri oru kʉnʉngwi, plata kʉnʉngwi, ana'nuga sʉmʉ kinukagwi una.","Abrán se había hecho muy rico en ganados, plata y oro."
"Ey awi Pilaturi, rígagugin sá nánʉn nuse'ri, ʉnha'miase'ri: —“Eyma cheyrwa rekunuku' neykasin kʉmʉchi neki aw' nánʉkwa, á kawi kʉmʉse'ri uro'mʉri na'zanu'nʉnhao” ga' kuga'sana.","Mientras el gobernador estaba sentado en el tribunal, su esposa le envió este recado: «Ese hombre es inocente. No te hagas responsable de lo que le suceda. Esta noche he tenido pesadillas horribles por causa suya»."
"Má nʉnʉmaseye'ri tun nʉnʉkʉtwisi neki nʉnʉmasai' nʉna'nare, ʉwe'ki ema a'mia nʉnkʉri emi kinkumakwe pari ey kʉta tun nʉkʉtwisʉn zʉndi nuku'kinó.","Y volviéndose a la mujer, dijo a Simón:—Mira esta mujer. Cuando llegué a tu casa, no me ofreciste agua para los pies; en cambio, ella me los ha bañado con sus lágrimas y me los ha secado con sus cabellos."
Eymí awi gunti koga sientu koga uga koga kʉtow kʉgi' kweyri Lameri ʉnwicha una.,y a la edad de setecientos setenta y siete años murió.
"Ey anawi eyma'ba nʉnkʉri ikʉse'ri tá wina'chu gun nare' pariri awʉn inʉ arunhá me'kusʉkweyna neki chuzʉnhasu nʉnna, inʉri eymʉnke zanʉ ikʉri tá wina'rizanu nanʉya'me.","Y a causa de su falta de fe, no hizo allí muchos milagros."
"Ey awkindi, Jamor Sikem zʉ kakʉri, Jakobusin rimasayʉn wʉ keywʉ zoyana.","Mientras tanto Jamor, padre de Siquén, fue a ver a Jacob para hablar con él."
Ey uye'ki Sodoma ikʉ winkwʉn nuga ɉinari inʉ awanu neyka winunisi Niwipawse' kwa a'chukwey nanu' neyka winunigekʉ zʉnna.,Los habitantes de Sodoma eran perversos y pecaban gravemente contra el Señor.
Eymí anʉwa'me zʉn Niwipaw Niwisakukuri wertʉ Edense' pari cheyrwa ana'ga'sa awiri ka'gʉmʉse' cheyrwa ʉngowna'ba kingwi anʉnkʉnikʉn ʉncho una.,"Así que Dios, el Señor, lo expulsó del jardín de Edén, para que labrase la tierra de la que había sido formado."
"nʉɉuga ʉnzwei' nʉndi, ¿Azinisiri nʉkakʉsikʉri kinkumʉnarwe? chʉwé riwʉna neki chwʉn na'ɉunu'ri nanu'kinó” kʉyana.","¿Cómo podría volver junto a mi padre, si el muchacho no va conmigo? Yo no podría soportar el dolor que sufriría mi padre."
"ikʉnha ka' kizʉna'ba pari ókʉnʉn ka' a'dowrʉ zʉnanke' ka'poti bunnin, ka' ʉnsʉkwey zari Makpela za'kinuga nʉkʉngeyka awiza nʉndi, a'zʉnnʉkin ɉwisin a'zasana zʉndi awkinʉnnarwe, ey unige'ri nʉn ayeygwi nʉsinamʉ ɉina ka' ʉnkisʉkweygwi nari ʉpawri nanu'nʉnnarwe” kʉyana.","para que me venda la cueva de Macpelá, que se encuentra en el extremo de su campo. Yo le pagaré lo que vale, y así tendré una sepultura en propiedad dentro del territorio de ustedes."
"Ey uye'ki Labanse'ri: —“¿Bin kinkiri na'zasʉnnʉndi me'zano?” key ie'ri, Jakobuse'ri: —“ɉwisin na'zasʉnnanʉn neki na'zanu' ni. Aɉumeka nʉn mikeywa kwa me'zariza nʉndi, chiwa mikʉchwi zóya kingwi awkinʉnnarwe” kʉyana.","lo poco que tenías antes de que yo viniera ha aumentado prodigiosamente, pues desde que llegué, el Señor te ha bendecido. Pero ya es hora de que también haga algo por mi propia familia."
Ey awi gunti Kainandi ikawa sientu i'ngwi uga kʉgi' ʉnkweyri ʉnwicha una.,y a la edad de novecientos diez años murió.
"Penuel aya'ba, kʉzagichi zwein nuse'ri, ɉwí a'chona uye' keywʉ Jakoburi ɉúkwa a'mʉchana nari kujo'si ʉnzwein pʉnna.","Jacob llamó a aquel lugar Penuel, porque dijo: «He visto a Dios cara a cara y sigo vivo»."
Ey uye' nʉngwari ma'keywa cheyrwa nari keywʉ i'ngwi na'y neyka wina'gonusi Jesuse' winʉkuna'na.,"Le trajeron entonces, entre cuatro, un paralítico."
"Ey awi Sanedrinse' zanʉri i'ngwíri sadusew rinʉngwi, iwa i'ngweygwiri farisew winʉngwí ʉwin a'zare'ri, Pabluri ingumʉn ɉuma'nisi a'say keywʉ nʉngwa: —“Sinamʉ ɉina, nʉndi farisew nanu'narwe, farisew zʉ gʉmʉsinʉ; ʉwe'ki nʉndi mikuwiri'nʉkwasirigʉn tá a'chwi wa'kʉn nu'kwa'me gun awanu nʉnzanʉn nukʉndi” yana.","Como Pablo sabía que entre los presentes unos eran fariseos y otros saduceos, proclamó en medio del Consejo:—Hermanos, soy fariseo, nacido y educado como fariseo. Y ahora se me juzga porque espero la resurrección de los muertos."
Ʉweri bema neki gʉmʉsinʉ ema zana neyka ipana ʉwari nʉn nʉnhipana awʉngwa gun nʉndi” winʉkʉyana.Jarin tʉnhʉkwa'ba kʉwa'nʉkwa(Mar. :-; Luk. :-),"Y el que recibe en mi nombre a un niño como este, a mí me recibe.Los que inducen al pecado"
"Ey awi íngwi a'mia ɉinari anugwe gʉnsinna a'zʉna du a'kusana nʉngwi awiri diwʉn diwʉn a'zari wina'mʉchʉya nare'ki Jesuse'gwi du ʉnwina'kusana nʉnari ema ɉinari: María Magdalena za'kinuga, koga ɉuna anugwe gʉnsinna a'zʉna nʉnna du a'kusana na'ba,","y algunas mujeres a quienes había liberado de espíritus malignos y de otras enfermedades: María, llamada Magdalena, de la que Jesús había hecho salir siete demonios;"
"Josese'ri: —“I'mʉnʉ eygwi, miwi kinkiri, binke tá kichori kʉpanʉkwey kao kʉzari senari ana'na zʉndi nanu'kinʉnno kingwi zʉn winʉkeyri.","Sin embargo, José volvió a decirles:—Ya les decía yo que son espías."
"Tʉnhʉkwi me'zanu nanʉngwasiri kʉmú gwawa nari ey Niwipaw gwamʉ ʉnka'sisʉn zʉndi nuku'kinánʉko, binne anugwese'ri duna awninzay ne me'zanʉnki tá nʉna'bari awkwey neki mikʉniku' nariza gun nʉndi” Jesuse'ri winʉkʉyana.","Manténganse vigilantes y oren para que no desfallezcan en la prueba. Es cierto que tienen buena voluntad, pero les faltan las fuerzas."
"Niwiri buni'gʉmʉ me'kukumu nari, du zʉn minhachwi keywʉri tanʉ me'zari ʉnnʉnaka una gun nʉndi, iwari má ayeygwi, buni'gʉmʉ neki niwe'kusu' nari, kukwa nʉndi na'zari keywʉri, Mipawri masin nariri azey inʉ duna me'wesʉn gun nukʉndi” kʉyana.","Jura que no nos harás ningún daño, pues nosotros no te hicimos mal, al contrario, siempre te tratamos bien y te despedimos en forma amistosa. Tú eres ahora el bendito del Señor."
"Ey awi asige' nʉngwari Agripa nari Berenisesindi du'kawi a'chunsi keywʉ du rinhʉre'bonʉyʉn rikinkumey; soldadu zʉ sakukusin awiri ikʉ awʉnkawa izʉna neyka powruse' winkwʉya ɉinasin nenʉn rinari keywʉ richunna. Uye' nʉngwari Festuri Pabluri unakʉngwa'sa keywʉ awiri,","Al día siguiente llegaron Agripa y Berenice con un fastuoso cortejo, y entraron en la sala de la audiencia en compañía de altos jefes militares y de las más destacadas personalidades de la ciudad. A una orden de Festo, condujeron allí a Pablo."
Pinna Anugwe Dunasin ko' rinika nika winuna; ey uye'ri Anugwese' asáyʉn wingwa'sʉya winasay diwʉn diwʉn aseykumʉyarigʉn keywʉ winasayʉnpʉnna.,"El Espíritu Santo los llenó a todos, y enseguida se pusieron a hablar en distintos idiomas según el Espíritu Santo les concedía expresarse."
"i'ngwí soldadu ɉinase'ri: —“¿Iwa niwiri azi gwi nikamʉri niwikawʉnno?” winʉkey ie'ri. Ase'ri: —“Ikʉri ɉweɉwe' nari, urigasay, kwa awakʉ neki key ɉwí iagukʉyari eyméy neki a'w nánʉkwa, bin miwigazasanʉndi eymasin gunti kwa zʉndi riwanánʉko” winʉkʉyana.","También le preguntaron unos soldados:—Y nosotros, ¿qué debemos hacer?Les contestó:—Confórmense con su paga y no hagan extorsión ni chantaje a nadie."
"sakʉndi kʉn wina'sʉ'na, kʉkʉria ituna winunaɉuri,",Y le escupían y lo golpeaban con la caña en la cabeza.
"Uye' nʉngwari Pedruse' keywʉ winʉkey ie'ri: —“Niwipaw kʉrigʉnchoriri azey azey kinki Jesukristu zaka'nugasin ɉwa ʉnkʉsa a'wneyka, ey unige'ri Niwipawri miwikunuga gwamʉ miwikʉre'siri Anugwe Duna miwe'sʉngwa ni.","Estas palabras les llegaron hasta el fondo del corazón; así que dijeron a Pedro y a los demás apóstoles:—¿Qué debemos hacer, hermanos?"
"urakʉse' ʉnwinchore'ri, gʉmʉsinʉri azaku Mariasin ni wina'zari gun winchuye'ri, biwkʉnʉ winʉkicho'si keywʉ awʉnkawa windekʉkusiri, kajase' pari oru, insiensu, awiri mirra winʉka'nikwana a'gusi makuruma nari wina'kowna.","Entraron entonces en la casa, vieron al niño con su madre María y, cayendo de rodillas, le adoraron. Sacaron luego los tesoros que llevaban consigo y le ofrecieron oro, incienso y mirra."
inʉri Ikʉ warinzanʉ na'nige' kinkiri kwi'magwe a'chume'si yow pinzʉnekʉ a'kisʉye' niga zana' nisi chwizari nakʉngwa gun nʉndi.,"Entonces les dirán: «Miren, está aquí», o bien, «Está allí»; pero no vayan ni hagan caso de ellos,"
"I’munu nungwari nujugasin urakuse’ muchey unzátusun nu’nawari; uya’bari bun a’ja nare’ri a’nu kuwitesi ufawun punkwin. Ey uye’ri, de’ de’keywu jo’ nunkusuya na’ narin. I’ngwi uga nánukin jo’ nunyukí nuga na’zare’ nungwa munu munu muku unchiwisukwa nukunisin. Ey uwayri, umukana jow unwinun pana ukwe’ri ikunusi narí zu’n nukuzarin. Máykunu jwia’ zánukin inu unchukwey na’zanu’ nari nunkwin. E’ jwia’ pari unkuriwianawa neykari, bun ufawi niku’ nanamu kawa ni. Chuká azuneyka kínkiri chow a’chwamu kawa ni.","Una vez estuve jugando con mi hermanito cerca de la casa. Allí había un panal de avispas y empecé a tirarle piedras. De repente, salieron las avispas y como diez me aguijonearon por todo el cuerpo, incluso en la cara. Yo corrí a mi casa y me quité el vestido. Luego se me hinchó el rostro, tanto que parecía «una» monstruo. Estuve como tres días sin poder ver casi nada. Desde ese día aprendí que uno no debe molestar a las avispas. Todos los seres vivos merecen respeto."
"Josese' gwa'nay kinki koga kʉgi' mari zanʉngwa ni yanari anʉnpesi yow powru kinkiri mari zanʉnpana uye'ri, Egiptu meyna nʉkin zʉn agutari zamʉ kwana.","y, tal como José lo había predicho, comenzaron los siete años de hambre. Hubo hambre en todos los países, menos en Egipto, pues allí sí tenían alimento."
Abraanzey inʉ nʉnnari yow agʉmʉsinʉ Isaase' anipʉnhása una.,Abrahán legó todos sus bienes a Isaac.
Ey awi nʉngwari Sirakusa keywʉ barku kinkumʉyʉn akinkumaye'ri eymiri máykʉnʉ ɉwía anusin.,"Llegamos a Siracusa, donde hicimos escala durante tres días."
"Ey awi Joseri mi kakʉri a'mʉchi a'zari bin ʉnku nʉngwa ni, ga' keykumaye' nʉngwa. Josese'ri agʉmʉsinʉ Manasé awiri Efrainsin keywʉ akakʉ chwʉn winʉnkuzori ʉnkinkumʉn nuse'ri.","Sucedió después de estas cosas que dijeron a José:—Tu padre está enfermo.Entonces José fue a visitarlo y llevó consigo a sus dos hijos, Manasés y Efraín."
Ey uye'ki i'ngwí eymʉnke' rinu'nari: —“¿Miwiri inawiri ey ániko? ¿Yari bururi a'tikenʉndi nuko?” winʉkʉyana.,"Ellos contestaron lo que Jesús les había dicho, y les dejaron que se lo llevaran."
"Mi kakʉri, nʉn, inʉ duna ipʉnnarwagwasi neki umʉn agutari inʉ duna me'weri a'wkinó,kʉnkʉnʉn warin nikuyekʉ pari ayeygwi.José, pin inʉ duna neykari má nipanʉn nukʉngwa ni, masin ʉnkuya ɉinari minha'guka una gun nʉndi.","Las bendiciones de tu padre,mejores que las de las antiguas montañas,más deliciosas que las colinas eternas,desciendan sobre la cabeza de José,sobre la frente del escogidoentre todos sus hermanos."
"Ey ʉweri Elíari sanusi ʉnnaka gun nʉndi, uye'ki ʉnwinɉwa'su nari zʉn anizʉnakʉchʉ ukumana gun nʉndi. Emey gwi nari ikʉ zʉ Gʉmʉsinʉri ikʉnhá winʉgisi du kawi chʉwí a'kukuma awʉngwa gun neri” winʉkʉyana.","Pero yo les aseguro que Elías ya vino, aunque ellos no lo reconocieron, sino que lo maltrataron a su antojo. Y el Hijo del hombre va a sufrir de la misma manera a manos de ellos."
—“Niwi nʉnkʉri Niwipaw urakʉ ikʉse' gowna gʉrʉsanáɉuri máykʉnʉ ɉwín zʉnekʉri ikʉse' gowna nanu' neyka abíti gow awnʉngwa ni yeykari iano'ku'kinare” winyana.,—Nosotros lo hemos oído afirmar: «Yo derribaré este Templo obra de manos humanas y en tres días construiré otro que no será obra humana».; Jn
"kuma'pinre'tana yamun yamun inu úkumey wazweingwa sí, du kawi ga'kunamu wésuya-jina; ka'gumu kuma'pinre'tanase' re'sanáy zanu, jwi unka'chunákumey zoyáy zanu, eytiwu chwi zoyáy zanu, re'masi neykazey du zakumey zoyáy zanu, azi kawi akwey, aruñey, asáy, zey zoyáy zanu; i'ngweti agagu'na winnanungwa ni.","habrá un consejo nacional de planeación integrado por representates de las entidades territoriales y de los sectores económicos, sociales, ecológicos, comunitarios y culturales. el consejo tendrá carácter consultivo y servirá de foro para la discusión del plan nacional de desarrollo."
"Ey anawi nʉngwa Jesuse'ri, ikʉ zeywamʉ ʉnkumʉya'ba gunʉ wina'kumana ɉinari mesase'ri ingumʉn du zʉnekʉ asʉnʉngwa kʉzʉnin gun wina'chuye'ri eymí winʉkey keywʉ ga'kʉnamʉ ʉnkʉwasi winʉmaseyna:","Al ver Jesús que los invitados escogían para sí los puestos de honor en la mesa, les dijo a modo de ejemplo:"
¿Abraandi inʉse' Sarari gʉmʉsinʉ tu a'kawʉngwa niri key zʉn nʉnno? Ʉwe'ki Abraandi achʉná anʉkawe kindi gʉmʉsinʉ kʉgosa gun awaki nu'kwʉndi”.,"Y añadió:—¡Quién le iba a decir a Abrahán que Sara amamantaría hijos! Sin embargo, yo le he dado un hijo, a pesar de su vejez.Agar e Ismael son expulsados"
"Ey ʉweri ¿bema neki ikʉ twiré a'zari kwʉya'ba urakʉn chunnáɉuri, inʉ izagákʉchʉ ki awʉnno? Sanusi anʉnkʉɉa ʉwa'me zʉndi ihazagu'nʉnno.","¿Quién puede entrar en casa de un hombre fuerte y robarle sus bienes, si primero no ata a ese hombre fuerte? Solamente entonces podrá saquear su casa."
"Ey uye'ki Abimelese'ri eyki kʉdʉmanu'gwi gun nʉnnari, ase'ri: —“¿Nʉpaw, kunuku neyka neki kʉchunha awnʉngwa me'zari?” key nikwe.","Abimélec, que aún no se había acostado con ella, respondió:—Señor, ¿serás capaz de matar a un inocente?"
Mʉnʉ'gwi Etioperi karru cho'sʉn gwa'siri Feripisin i'ba nari ɉese winʉkʉmʉchanáɉuri Feripise'ri ɉwa kʉsa una.,"Felipe tomó la palabra y, partiendo de este pasaje de la Escritura, le anunció la buena noticia de Jesús."
"Ey awi farisew ɉinari eymí zʉna winwa'kuye'ri Jesú kʉriwiya ɉina keywʉ wina'rizasisiri:—“¿Azi gwakwa gwasiri miwiwiyari, Romazey nari ɉumi winsisʉya ɉinasin awiri tʉnhʉya ɉinasin nenʉn zʉndi niko?” winʉkey ie'ri.","Los fariseos, al verlo, preguntaron a los discípulos:—¿Cómo es que su Maestro se sienta a comer con esa clase de gente?"
"gunʉ gakʉn awiri ga'nʉkʉtʉnke'ri chiwako'ku zʉ gʉmʉ zʉ kwerusin gumʉ iyú unaɉu nʉngwa,","Con la piel de los cabritos le cubrió las manos y la parte lampiña del cuello,"
"Uye'ri Jesuse' keywʉ key ie'ri: —“Sakuku Mipawri, amiɉwawika sikʉkin, aminhanugwesíkʉkin awiri akín me'zana'kwʉyʉ́kin riguzʉnhásʉkwad.","Jesús le contestó:—Amarás al Señor tu Dios con todo tu corazón, con toda tu alma y con toda tu inteligencia."
"Moiseri, ikʉnha'se' kingwi: —‘¿Mari inʉri niwisakuku awiri niwikʉre'guga nʉnanʉmingwasi micho'na na'me'ri ey nikwe?’ key kwa wina'chu nʉnna nare'ki, Niwipawse' kingwi azey powru zʉ sakuku re'gow awiri ikwʉngwa agu'nari na'nó. Ʉweri emari Niwipaw zʉ gunamʉ warinzanʉ kʉn sarsa zo'ruse' ka'chunnase' ipʉnsi ey kʉyana gun nʉndi.","De manera que el mismo Moisés al que los israelitas habían rechazado diciéndole: «¿Quién te ha nombrado jefe y juez?», fue el enviado por Dios como jefe y libertador, por medio del ángel que se le apareció en la zarza."
Ey awi Jerusalén akinkumaye'ri Jesú tá wina'chwʉya ɉinari zéyzéy wina'zari niwinhiparin.,"Cuando llegamos a Jerusalén, los hermanos nos recibieron con alegría."
"Ey anawi nʉngwa Niwipaw keywʉ eygwi ie'ri: —“Ɉe ku'nawa wa'rey nánʉn nugeykari i'ba'kin ʉnni'kumow, ey unige'ri ɉomʉ zʉna chwizanikʉngwasi” ie'ri, ayey zani'na.","Y así sucedió.Hizo Dios el firmamentoy separó las aguas que están abajo,de las aguas que están arriba."
"“Nʉndi ka'gʉmʉse' gey ipusʉn na'narwa gun nʉndi, ey ʉwe'ri anipunʉn nu'nanʉn zʉndi na'zanu'kinó.","Yo he venido para traer fuego al mundo, y ¡cómo me gustaría que ya estuviera ardiendo!"
Ey uye'ri ikʉ powruse' zanʉ awiri sakuku ɉinari eymí ayʉn nuga rino'kwʉn nusiri puré gunti kʉzariri chowchu winʉkʉna'na.,Estas palabras alarmaron a la gente y a los magistrados;
"“Ema ka'gʉmʉri kenita ɉinase', kenizita ɉinase', kadmonew ɉinase',","En aquel día hizo el Señor una alianza con Abrán en estos términos:—A tus descendientes les daré esta tierra, desde el río de Egipto hasta el gran río, el Éufrates:"
"Ʉweri judíw rinanu' neyka ɉinase' ipʉnhákumey, ʉya ɉinase'ri winisinsemey, awanu'né winʉkey, kʉkʉria winitusi gunti,","Allí será entregado en manos de extranjeros que se burlarán de él, lo insultarán, le escupirán,,"
"Awi keywʉri ema kinkiri yʉnke' mʉray zʉnneyka kinkiri nanu' gun nʉndi, awi rey Agripase'ri Inʉ eméynari yow eygwi agʉnkwʉya ni a'chuwa'me gun a nikwʉya'ba tanʉ na'zari emey yʉn nu'kwari na'nó”.","—No estoy loco, nobilísimo Festo —respondió Pablo—. Los argumentos que presento son verdaderos y razonables."
"Uye' nʉngwari Pedru keywʉ ie'ri: —“Ʉweri ema ɉina niwi zana' gwi nisi, Anugwe Duna winipanaki rinuga ɉinari, ¿Inʉse'ri ɉwa kʉsʉkwey neki nanu' niri wingwakʉnno?” yanaɉu nʉngwari","—¿Puede negarse el bautismo a estas personas que han recibido, como nosotros, el Espíritu Santo?"
"Ey uye'ki Jesuse'ri eymí winarunhʉn nugindi a'zʉnkí gun nuse'ri: —“¿Yari miwiri emeyri arunhakumo?,",Jesús se dio cuenta de lo que estaban pensando y les preguntó:
"Ey uye' Jesuse'ri:—“Kogamurukin neki nanu'na, koga uga kogamurukin zʉndi na'nʉnno” kʉyana.Jesuri gunamʉ gwamʉ re'saɉunu' neyka za'ka'cho'si ga'kʉnamʉ ʉnkʉwa'na","Pedro, acercándose entonces a Jesús, le preguntó:—Señor, ¿cuántas veces he de perdonar a mi hermano si me ofende? ¿Hasta siete veces?"
"Awi ema Jesuri Niwipawse' mʉsesi akʉnkawakʉ adurigʉnkiay ʉnkisa anawakiri nuku'kinó, awiri niwikʉsanuga niwinkwʉya re'gow awaki gun nukʉndi, ey unige'ri powru Israeri ɉinari winʉnkʉrigʉnchona awi gwamʉ winʉnkʉsisʉn nu'nige'ri wintʉnhanachʉka'ri gwamʉ winʉkʉre'sa awʉngwasi.","Ha sido Dios quien lo ha elevado a la máxima dignidad y lo ha constituido jefe y salvador, para ofrecer a la nación israelita la ocasión de convertirse y de alcanzar el perdón de los pecados."
"Ey uye' nʉngwa Saray kawiri faraondi Abran du chwiri. Chiwa, paka, buru cheyrwa, buru a'mia kʉmeyu, gunamʉ cheyrwa, gunamʉ a'mia, nenʉn kʉnana.","Por consideración a ella, Abrán recibió un excelente trato, además de ovejas, vacas y asnos, siervos y siervas, asnas y camellos."
"Ey awi akakʉse' awiri azakuse'ri winchwa uye'ri arunhá wina'chwi winchwiri, azakuse'ri: —“Gʉmʉsinʉ, ¿yari eymí nʉnikakiri nʉnu'kwe? Kakʉsindi arunhá kʉzari minhatasi dukawi rigami'namʉ niwe'zʉndi awaki nuku'nó” kʉyana.","Sus padres se quedaron atónitos al verlo; y su madre le dijo:—Hijo, ¿por qué nos has hecho esto? Tu padre y yo hemos estado muy angustiados buscándote."
"“Ʉweri, i'ngwiri miɉuga takʉn ga'sa awiri, ʉɉwari kʉnse' apʉnkwanige'ri, tá ayaki nugín, na'zari senanʉngwasi, faraón tetigu ʉnkicho'si ey iwin, tá nanu' nʉnnige'ri, senari anʉya nʉnki anukʉngwa ni” kʉyanaɉuri.","Que uno de ustedes vaya a traerlo; los demás quedarán prisioneros. Así probarán sus palabras y si han dicho la verdad. Porque si no es así, ¡por la vida del faraón que son espías!"
“Ey anʉwa'me niwiɉunʉkʉnʉ ɉinari ema gʉchʉ gwakʉyachʉka chowchu neki ʉnkʉnasu nánʉkwa eymi pari eygwi azi anawizʉnna neki nanu' gun nʉndi.,"A ustedes, amigos míos, les digo que no tengan miedo a los que pueden matar el cuerpo, pero no pueden hacer nada más."
"Ey uye'ki Pabluri awiri Bernaweri ingʉri ʉnzanika awkinkʉchʉ winachusiri, Niwisakuku tá wina'chwiri chʉnʉn zanámʉkʉchʉ winasay Niwipaw ikʉ chʉwí ʉnkʉre'gʉwa sirigʉn zakʉwina'cho'na. Uye'ri ikʉnha winasʉyari tá yʉn izanʉngwasiri Niwisakukuse'ri ɉumamʉ wina'si igunamʉsʉya'me Inʉ arunhá me'kusʉkweyna nenʉ́n winuni'na.","No obstante, Pablo y Bernabé permanecieron allí por algún tiempo hablando resueltamente acerca del Señor, quien confirmaba el mensaje de bendición con las señales milagrosas y los prodigios que realizaba por medio de ellos."
"Uye'ki Pabluse'ri, ʉnkucho'su nari zweykwasirigʉn, awiri me'zʉnákʉchʉ niku' nanʉngwasirigʉn, na'ba, akowna' zani'nige ikʉ katigu kanʉngwasirigʉn nenʉn keywʉ kʉwasey ie'ri, Féliri ingʉ amʉka' igakumeyri: —“Iwagwi wʉ ʉnzori, eygwi ingumʉn ey awkwey nʉkʉnʉnnige', mikʉkanʉn nukʉnʉngwa ni” Pabluri kʉyana.","Ordenó luego al oficial que mantuviera en prisión a Pablo, aunque con cierta libertad y sin impedirle ser asistido por sus allegados."
