arh,esp
"Jakoburi, Rakeri, tun kʉtwisi, ʉnmawi amasay nʉngwa,",Luego saludó a Raquel con un beso y rompió a llorar.
"—“Rebeka zʉ gʉmʉsinʉ nariri, Labán zʉ Tégʉmʉ narwin” key ie'ri: Rakeriri kurenisi keywʉ acheychi ga'kʉyʉn zorie'ri,","Cuando Jacob le explicó a Raquel que él era hijo de Rebeca y sobrino de Labán, ella salió corriendo a dar la noticia a su padre."
"Labandi, ategʉmʉ Jakobu, zaka'cho'kumey ey ayʉn a'zari gun no'kuye'ri, kurenisi keywʉ ipanʉn zoriri, arʉkʉmʉ, awiri tun kʉtwi, awi amasay nʉngwa, akeynakʉ anuzoya una. Ey uye' nʉngwa Jakobuse'ri pin a'na'zʉnneyka yow anʉkuwʉsa una.","Al oír Labán las noticias acerca de su sobrino Jacob, salió a su encuentro y, entre abrazos y besos, lo llevó a su casa. Y cuando Jacob le contó todo lo que había sucedido,"
Ey uye' nʉngwari Labanse'ri: —“Tá kinki nʉsinamʉri nʉna'nʉnkwe” key ie'ri. Jakoburi i'ngwi tima ʉndinhachusi ategwe keynʉndi ʉnkwana.Jakoburi Leasin awiri Rakerisin kʉsa ʉndini'na,Labán le dijo:—¡No cabe duda de que perteneces a mi familia!Boda de JacobJacob se quedó con Labán durante un mes.
"Ey anawi nʉngwa, Labanse' keywʉ key ie'ri: —“Nʉsinamʉ nʉnʉnna'me, aregaru gunamʉ nari nʉkʉnikʉn neki mike'y nʉnʉngwa gun nʉndi, ¿Bindi me'zasʉnnʉndi me'zano?” kʉyana.","Un día, Labán dijo a Jacob:—Tú eres pariente mío, pero no por eso has de trabajar gratis para mí. Dime qué salario quieres que te pague."
"Labandi mowga abu'gʉmʉ kʉnariri: Umʉn a'zʉnari Lea za'kinusiri, awʉ' a'zʉnari Rakeri za'kinu'na.",Labán tenía dos hijas. La mayor se llamaba Lía y la menor Raquel.
"Leari umá nʉkin du kʉzare'ri, Rakeriri i'ngwi yow ʉnnusi sakakʉ pari kʉtakʉkin kʉchana dukawa nʉnna.","Lía tenía unos ojos apagados; Raquel, en cambio, era hermosa de los pies a la cabeza."
"Jakoburi Rakeri aguzʉn gun una nʉnnari: —“Mibu'gʉmʉ awʉ' a'zʉna, Rakeri chʉká nʉngwa, koga kʉgi' mi gunamʉ nari ey kwʉniza ni” key ie' nʉngwa","Como Jacob se había enamorado de ella, contestó a Labán:—Trabajaré siete años a tu servicio para casarme con Raquel, tu hija menor."
"Labanse'ri: —“Ʉɉwase' ʉnre'tosʉkin nari, má gun nʉnkʉre'tosʉn nʉnkʉri duri nanu'nʉnno. Key nʉngwa nʉnsin rinhachusa ú” kʉyana.","Labán le contestó:—Es mejor que te la entregue a ti, y no a un extraño. Quédate conmigo."
"Eymí awi keywʉ Jakobu Rakeri chʉka'ri, koga kʉgi' gunamʉ nari ni'na, ey uye'ki ase' aguzari gun nʉnnari birin neki a'zanu' nʉnna.","Y así Jacob trabajó por Raquel durante siete años, pero estaba tan enamorado de ella que le parecieron unos pocos días."
"Ey awi koga kʉgi' gugín kichore nʉngwa Jakobuse'ri: —“akín zanʉkin mikʉnikʉnʉngwa ni mikʉyanarwa'bari, gugín ʉnnʉkichori gun nʉndi, a'mia ʉnnʉhipʉnhasa awkweyri nanu'nó, asin kʉsa ʉnnika awnʉngwasiri” Labandi kʉyana.","Pasado ese tiempo, Jacob dijo a Labán:—Ya se ha cumplido el tiempo, dame a mi mujer para que me una a ella."
Ey uye' nʉngwa Labandi pin ayʉnke mʉchey winkwʉn nuga ɉina zeywamʉ ʉnsʉya'ba winʉkʉchwʉn rinakʉngwasi yow gunʉ wina'sa una.,Entonces Labán invitó a todos los vecinos del lugar a la fiesta de bodas.
"Ey uye'ki seia keywʉ ʉnzare'ri, Labandi abu'gʉmʉ Lea uzoriri Jakoburi a'we una, ey uye' nʉngwa Jakoburi asin ʉnnʉn una.","Pero al anochecer, tomó a su hija Lía y se la entregó a Jacob que se acostó con ella."
"Awi Labandi i'ngwi gunamʉ ase' kʉnʉna a'tasiri abu'gʉmʉ Lease' kʉna una, gunamʉri Zilpá za'kinu'siri, ase' igunamʉsi kungwasi ey una.","Además, Labán regaló a Lía una de sus criadas, llamada Zilpá, para que la atendiera."
"Ey awi asige' bunsi ʉnchari nʉngwa, Jakoburi, Leasin ɉumena ʉnkʉmaki ʉnnu'kwin a'zari keywʉ gun ke riware nʉngwa: —“¿Azi nʉnha'chwiri eymakin nʉnhawkwey rinare? ¿Ʉweri Rakeri ʉnkʉmʉkari zʉndi mi gunamʉ nari niku'kinʉnkwe? Ey gun awʉnki ¿Azi na'me'ri nʉkʉrigasay eymí nʉnhawkwey rinare?” Labandi kʉyana.","Al día siguiente por la mañana, Jacob se llevó la sorpresa de que se trataba de Lía y fue a protestar a Labán:—¿Qué me has hecho? ¿No te he servido yo por Raquel? Entonces, ¿por qué me has engañado?"
"Ey uye' nʉngwa Labanse' keywʉ key ie'ri: —“Ʉnke kinkiri bu'gʉmʉ awʉ' a'zʉna, umʉn a'zʉna gwasi sanusi kʉsa niga'ba neki zanʉ gun nʉndi.",Labán respondió:—Aquí no es costumbre dar a la hija pequeña antes que a la mayor.
"Ʉwe'ki eygwi koga kʉgi' umʉn, nʉnzey kingwi gunamʉ nari nʉnʉkʉnisi nʉzoya awiza nʉndi, Leasin semana gugín mikichona unige'ri, Rakeri ʉnminhipʉnhása awkinʉnnarwe” kʉyana.","Por eso, cumple la semana de festejos que corresponde a la boda con Lía y entonces te daremos también a Raquel a cambio de otros siete años de trabajo a mi servicio."
"Ey uye' nʉngwa Jakoburi, eygwi koga kʉgi' mikʉnika awniza ni gun key ie'ri, Leasin ʉnnari semana gugín anʉkichunayri, Rakeri ʉnha'mia ʉnnanʉngwa nari anipʉnhása una.","Así lo hizo Jacob; terminó la semana de festejos que correspondía a la boda con Lía, y después Labán le dio por mujer a su hija Raquel."
"Labandi i'ngwi gunamʉ ase' kʉnʉnna a'tasiri abu'gʉmʉ Rakerise' kʉna una, gunamʉri Bilhá za'kinu'siri, ase' igunamʉsi kungwasi ey una.","Asimismo, Labán regaló a Raquel una de sus criadas, llamada Bilhá, para que la atendiera."
"Ey anawi nʉngwa Jakoburi Rakerisin i'ba ʉnnika anuye'ri, Lea gwasi umʉn aguzari zwein pʉnna, ey awi Jakoburi Labanzey nari eygwi koga kʉgi' umʉn gunamʉ nari níkʉkwa kʉzʉnna.Jakobu zʉ gʉmʉsinʉ ɉina",Jacob se acostó también con Raquel y la amó más que a Lía. Y durante siete años más continuó trabajando al servicio de Labán.Los hijos de Jacob
"Jakoburi, awʉ' Leari aguzʉni a'zari gun Niwipawse'ri chuye'ri, Leari gʉmʉsinʉ kʉnʉngwa re'gow awiri, Rakeriri gʉmʉsinʉ kʉnanu' nanʉngwa re'gowna.","Cuando el Señor vio que Lía no era amada, la hizo fecunda, mientras Raquel seguía estéril."
"Ey awi Leari mʉ ʉnnika awi i'ngwi gʉmʉsinʉ gosa keywʉ uye'ri Rubén ɉwa kʉsana: —“Nʉpawri kwa riwanu ni nʉwari nʉchwa una'me, nʉnzey cheyrwase'ri umʉn aguzanʉngwa nanu'nʉnno” yanaɉu nʉngwa.","Lía quedó embarazada y dio a luz un hijo, al que llamó Rubén, pues dijo:—El Señor ha visto mi aflicción; ahora mi marido me amará."
"Leari i'ngweygwi keywʉ gʉmʉsinʉ gosie'ri, eymari, Simeón ɉwa kʉsana: —“Niwipawri yamʉn izʉnín nʉwari nʉnno'kwa una'me i'ngweygwi gʉmʉsinʉ nʉkʉna awakiri nuku'nó” yana.","Lía volvió a quedar embarazada y dio a luz otro hijo, al que llamó Simeón, y comentó:—El Señor se ha dado cuenta de que era menospreciada, y por eso me dio también este hijo."
Ey awi i'ngweygwi gʉmʉsinʉ kʉnʉnari Lewí ɉwa kʉsana: —“Iwa nʉngwa nʉnzey cheyrwase'ri umʉnkʉchʉ aguzanʉnʉngwari na'nʉnno máykʉnʉ keywʉ gun gʉmʉsinʉ kʉgosaki nu'kwʉndi” yana.,"Volvió a quedar embarazada y dio a luz un tercer hijo, al que llamó Leví, y comentó:—Ahora sí que mi marido se sentirá ligado a mí, porque le he dado tres hijos."
"Na'ba i'ngweygwi gʉmʉsinʉ gosʉyari, Judá ɉwa kʉsana: —“Iwari Niwipaw awʉnkawa ʉnkere'gow a'wnʉnni'kwe” yanaɉu, nʉngwa eygwi gʉmʉsinʉ neki ʉngosu'nʉn una.","Lía volvió a quedar embarazada y dio a luz un hijo más, al que llamó Judá, y comentó:—Esta vez alabaré al Señor.Y Lía dejó de dar a luz."
Ey ukwe'ri pin i'ngwi ka'gʉmʉse' tʉgʉnsari ikʉri i'ngwikin ga'kʉnamʉ aseykumʉya zʉn nʉnna.,El mundo entero hablaba una misma lengua y usaba las mismas palabras.
Ey awi ɉwí a'chonʉya kiay ʉndizori gunti Sinar ayekʉ ʉnwinkinkumaye'ri eymí ʉnwinakwasa una.,"Y sucedió que al emigrar desde oriente, encontraron una llanura en la región de Senaar y allí se asentaron."
"Ey awi i'mʉnʉri ikʉnha keywʉ ey winʉnkey: —“Báy adowe gow awiri geyse' dúsa awʉndi winʉnkey nʉngwa ayeykʉchʉ rinisi keywʉ nʉngwari, a'nʉsin ey awkin nariri adowesin winawiri breasin” winʉkʉɉana.",Entonces se dijeron unos a otros:—Vamos a hacer ladrillos y a cocerlos al fuego..
Ey awi keywʉ eygwi winʉnkey ie'ri: —“Báy i'ngwi powru agutari zari gow awiri ʉya'ba'gwiri urakʉ zana kawi icho'si zoyanari gunti ku'nawakʉ kinkuma awkwa nʉnnige'ri arunhá niwinzariri ʉɉway ʉɉway niwihʉre'bakumey ka'gʉmʉse' niwihʉnre'pʉgenu nanʉngwasi” winʉnkʉyana.,"Y siguieron diciendo:—Vamos a edificar una ciudad y una torre que llegue hasta el cielo, para hacernos famosos y para no dispersarnos por toda la tierra."
"Ey uye'ki Niwipawri powru awiri urakʉ zana kawi icho'si ikʉse' wingawʉn nuga chwʉn yúnna,",El Señor bajó a ver la ciudad y la torre que los seres humanos estaban construyendo
"—“Ikʉnha'ri i'ngwikin powru nari keywʉri i'ngwikin ga'kʉnamʉ gun winasayʉndi iwa pariri inʉse'ri nanu' niri kʉyʉnno” a'zanʉn nusi nʉngwa,","y pensó: «Si esto es solo el comienzo de su actividad, nada de lo que se propongan hacer les resultará imposible, mientras formen un solo pueblo y tengan una misma lengua."
"“Aɉumeka ga'kʉnamʉ winʉkʉre'besʉn ɉuna awʉn du nanu'kinʉnno, winde'no'ku nanʉngwasiri” keywʉ a'zʉnna.",Será mejor que bajemos a confundir su lengua para que no se entiendan entre ellos mismos».
Eymí anʉwa'me Niwipawse'ri pinzʉnekʉ winde'basa uye'ri eygwi powru ʉnwinga'wnʉn una.,"Y así fue como el Señor los dispersó desde aquel lugar por toda la superficie de la tierra, y dejaron de construir la ciudad."
Eymekʉ gun Niwipawse'ri i'ngwi yow ga'kʉnamʉ winʉkʉre'be awiri i'ngwi zʉnekʉ winga'sa una na'me eyma powruri Babel ɉwa a'nikuya ni.Sem tana winarukʉn nuga ɉina,Por eso aquella ciudad se llamó Babel porque allí confundió el Señor la lengua de todos los habitantes de la tierra y los dispersó por todo el mundo.Descendientes de Sem
"Ema ɉina gun Sem tana winarukʉn nugari nanu'nó, mowga kʉgi' ka'gʉmʉse' ɉe ko' ʉnzʉnna nari ana'yunaki ʉnnuse, Semdi i'ngwi sientu kʉgi' izanʉn nuse' Arfaxad agʉmʉsinʉri kwakumana.","Estos son los descendientes de Sem:Sem tenía cien años cuando engendró a Arfaxad, dos años después del diluvio."
"Arfaxad ʉnkwakumana nari Semdi asewa sientu umʉn kʉgi' kweyri, ingumʉn gʉmʉsinʉ awiri bu'gʉmʉ kʉnari kwana.","Después de engendrar a Arfaxad, vivió Sem quinientos años más, y tuvo otros hijos e hijas."
Arfaxari máykʉnʉ uga asewa kʉtow kʉgi' izare'ri agʉmʉsinʉ Sélah kwakumana.,Arfaxad tenía treinta y cinco años cuando engendró a Sélaj.
Sélah ʉnkwakumana ʉnnari Arfaxari ma'keywa sientu máykʉnʉ kʉtow kʉgi' kweyri umʉn gʉmʉsinʉ awiri bu'gʉmʉ kʉnari kwana.,"Después de engendrar a Sélaj, vivió Arfaxad cuatrocientos tres años más, y tuvo otros hijos e hijas."
Sélari máykʉnʉ uga kʉgi' izare'ri agʉmʉsinʉ Éber kwakumana.,Sélaj tenía treinta años cuando engendró a Éber.
"Éber ʉnkwakumana ʉnnari Sélari ma'keywa sientu máykʉnʉ kʉtow kʉgi' kweyri, umʉn gʉmʉsinʉ awiri bu'gʉmʉ kʉnari kwana.","Después de engendrar a Éber, vivió Sélaj cuatrocientos tres años más, y tuvo otros hijos e hijas."
Éberi máykʉnʉ uga ma'keywa kʉtow kʉgi' izare'ri agʉmʉsinʉ Péleg kwakumana.,Éber tenía treinta y cuatro años cuando engendró a Péleg.
Péleg ʉnkwakumana ʉnnari Éberi ma'keywa sientu máykʉnʉ uga kʉgi' kweyri umʉn gʉmʉsinʉ awiri bu'gʉmʉ kʉnari kwana.,"Después de engendrar a Péleg, vivió Éber cuatrocientos treinta años más, y tuvo otros hijos e hijas."
Péleri máykʉnʉ uga kʉgi' izare'ri agʉmʉsinʉ Reú kwakumana.,Péleg tenía treinta años cuando engendró a Reú.
"Reú ʉnkwakumana ʉnnari Péleri mowga sientu ikawa kʉtow kʉgi' umʉn kweyri, umʉn gʉmʉsinʉ awiri bu'gʉmʉ kʉnari kwana.","Después de engendrar a Reú, vivió Péleg doscientos nueve años más, y tuvo otros hijos e hijas."
Rewri máykʉnʉ uga mowga kʉtow kʉgi' izare'ri agʉmʉsinʉ Serug kwakumana.,Reú tenía treinta y dos años cuando engendró a Sarug.
"Serug ʉnkwakumana ʉnnari Rewri mowga sientu koga kʉgi' kweyri, umʉn gʉmʉsinʉ awiri bu'gʉmʉ kʉnari kwana.","Después de engendrar a Sarug, vivió Reú doscientos siete años más, y tuvo otros hijos e hijas."
Serug'ri máykʉnʉ uga kʉgi' izare'ri agʉmʉsinʉ Nahor kwakumana.,Sarug tenía treinta años cuando engendró a Najor.
"Nahor ʉnkwakumana ʉnnari Serug'ri mowga sientu kʉgi' kweyri, umʉn gʉmʉsinʉ awiri bu'gʉmʉ kʉnari kwana.","Después de engendrar a Najor, vivió Sarug doscientos años más, y tuvo otros hijos e hijas."
Nahori mowga uga ikawa kʉtow kʉgi' izare'ri agʉmʉsinʉ Térah kwakumana.,Najor tenía veintinueve años cuando engendró a Téraj.
"Térah ʉnkwakumana ʉnnari Nahori i'ngwi sientu i'ngwi uga ikawa kʉtow kʉgi' kweyri, umʉn gʉmʉsinʉ awiri bu'gʉmʉ kʉnari kwana.","Después de engendrar a Téraj, vivió Najor ciento diecinueve años más, y tuvo otros hijos e hijas."
"Térah koga uga kʉgi' izare'ri agʉmʉsinʉ Abran, Nahor awiri Harán kwakumana.Térase' pari winarukʉn nuga ɉina","Téraj tenía setenta años cuando engendró a Abrán, Najor y Aram.Descendientes de Téraj"
"Ema ɉina gun Térah tana winarukʉn nugari nanu'nó, Térari Abran, Nahor awiri Harán zʉ kakʉ nʉnna, iwa Harándi Lot zʉ kakʉ nʉnna.","Estos son los descendientes de Téraj: Téraj engendró a Abrán, Najor y Aram. Aram engendró a Lot,"
Harándi eyki akakʉ Térah chʉká ana'zanʉn nuse' kingwi a sanusi Ur Kaldew ayarigʉn a ka'gʉmakʉ kingwi ʉnwicha una.,"y murió en su país natal, en Ur de los caldeos, antes que su padre Téraj."
"Abrandi Saraysin kʉsa ʉndinika una, iwa Nahori Milkasin kʉsa ʉndini'na, Milkári Harán zʉ bu'gʉmʉ nari keywʉri, Iská zʉ buti nʉnna.","Abrán y Najor se casaron: la mujer de Abrán se llamaba Saray y la de Najor Milcá, que era hija de Aram y hermana de Jiscá."
Ʉweki Sarayri mʉ niku' nari keywʉri gʉmʉsinʉ kʉnanʉkwey ka'w neyka nʉnna.,Saray era estéril y no tenía hijos.
"Térari Ur Kaldew ayarigʉn pari ana'chori gunti Kanaán ayarigʉn ʉndizori, gʉmʉsinʉ Abran, achuka Lot awiri Saray agʉmʉsinʉ zʉn a'mia ʉnkuzoriri Harán ayekʉ ʉnwinkinkumeyri eymekʉ ʉnwinakwasa una.","Téraj tomó a su hijo Abrán, a su nieto Lot, el hijo de Aram, y a su nuera Saray, y salieron todos juntos de Ur de los caldeos para ir al país de Canaán. Sin embargo, al llegar a Jarán, se quedaron allí a vivir."
Térari mowga sientu asewa kʉtow kʉgi' izare'ri Harán ayekʉ ʉnwicha una.,Téraj vivió doscientos cinco años y murió en Jarán.
"Ey awi Rakeriri, Jakobuzey gʉmʉsinʉ kʉgosʉkwey nʉkʉnanu' ni gun a'zare'ri, azati Leari kari a'chwi keywʉ acheyrwari: —“Gʉmʉsinʉ nʉkʉnow, na'nʉnnige'ri ʉnwicha zʉn anʉngwani” kʉyana.","Cuando Raquel vio que no podía dar hijos a Jacob, tuvo envidia de su hermana y dijo a Jacob:—Dame hijos, porque si no, me muero."
Ey uye'ki Jakoburi ó a'zanisiri: —“¿Nʉndi Niwipawsin dikin a'zarwa na'me key nʉnʉkeykwe? A zʉn gun ayeykʉchʉ gʉmʉsinʉ mikʉnanu' nánʉngwa miwʉnna'me zʉn gun nʉndi” key ie'ri.,Pero Jacob se enojó mucho con ella y le dijo:—¿Crees acaso que soy Dios? Es él quien te ha impedido tener hijos.
"Rakerise'ri: —“Nʉgunamʉ Bilhá ʉnkʉre'to awiri asin nʉn awʉnki; ey awi ase' gʉmʉsinʉ mikʉgosa unige'ri, nʉnzey nánʉkin nari, nʉn ayeygwi gʉmʉsinʉ nʉkʉnanʉngwasi” kʉyana.","Ella replicó:—Aquí tienes a mi criada Bilhá. Acuéstate con ella y que dé a luz en mis rodillas. Así, por medio de ella, también yo podré formar una familia."
"Eymí awi keywʉ Rakeriri, agunamʉ Bilhá aɉunʉ ʉnkʉre'gawʉngwasi, Jakobuse' ana'we una, ey anawi Jakoburi Bilhasin ʉnnʉn uye'ri.","De esta manera, Raquel le dio a Jacob su criada Bilhá para que fuera su concubina. Jacob se acostó con Bilhá"
Bilhari mʉ ʉnnika awi Jakoburi gʉmʉsinʉ anʉkʉgosana.,que quedó embarazada y dio a luz un hijo para Jacob.
"Ey anuye' nʉngwa Rakerise'ri Dan ɉwa kʉsiri: —“Niwipawri nʉnno'kwa una'me, gʉmʉsinʉ nʉkʉna gun awiki nukʉndi” yana.",Y Raquel dijo:—¡Dios me ha hecho justicia! Escuchó mi plegaria y me ha dado un hijo.Por eso Raquel le puso el nombre de Dan.
Ey anawi nʉngwa Bilhase'ri i'ngweygwi keywʉ Jakoburi gʉmʉsinʉ kʉgosana.,"Después, Bilhá, la criada de Raquel, volvió a quedar embarazada y dio a luz un segundo hijo para Jacob."
"Ey anuye' nʉngwa Rakerise' key ie'ri: —“Nazatisin du kawi zapanamʉ na'zʉn una'me, umʉn zʉn gun awaki nu'kwʉndi yanaɉuri Neftalí ɉwa kʉsana”.","Y Raquel dijo:—Dios me ha hecho competir duramente con mi hermana, pero he vencido.Por eso Raquel le puso el nombre de Neftalí."
"Ey awi Leari eygwi Jakobuzey gʉmʉsinʉ nʉkʉnanʉkwey nʉkaú ni, a'zare'ri, agunamʉ Zilpá gusiri Jakobuse' ɉunnʉ ʉnkʉre'gawʉngwasi a'we una.","Cuando Lía vio que ya no podía tener hijos, tomó a su criada Zilpá y se la entregó a Jacob como concubina."
"Ey awi Zilpari Jakobuzey, gʉmʉsinʉ gosa uye'ri,","Y Zilpá, la criada de Lía, dio a Jacob un hijo."
"Lea keywʉ ie'ri: —“¡Azi zéyzéy na'zano! suerti nukʉnʉnna'me nʉka'chona gun awiki nukʉndi” yanaɉuri, Gad ɉwa kʉsana.",Entonces Lía exclamó:—¡Qué dicha!Y por eso lo llamó Gad.
Ey awi Zilpari i'ngweygwi keywʉ Jakobuzey gʉmʉsinʉ kʉgosie'ri.,"Después Zilpá, la criada de Lía, dio un segundo hijo a Jacob."
"Leari: —“¡Azi zéyzéy na'zano! Iwa nʉngwa a'mia ɉinari azi zeyzey a'zano winnʉgwakʉngwa na'nʉnno” yanaɉuri, gʉmʉsinʉri Aser ɉwa kʉsana.",Lía dijo entonces:—¡Qué felicidad! Ahora las mujeres me felicitarán.Por eso lo llamó Aser.
"Ey awi i'mʉnʉ keywʉ nʉngwa trigu ɉwín zare'ri, Rubendi nayʉn zoyana, ey awi nayʉn nuse'ri, kʉn imʉga mʉndraguraa za'kinuga ka'chunna, ey uye' nʉngwa azaku Lease' kuzoriri, Rakerise' chwʉn nuga'ba a'we una. Ey awi Rakerise' chwá uye'ri, Lea gwamʉ nʉkʉre'si: —“Mʉndragura migʉmʉsinʉse' mikuna'na na'kawow” kʉyana.","Un día, durante la cosecha del trigo, iba Rubén por el campo, encontró mandrágoras y se las llevó a Lía, su madre. Entonces Raquel le dijo a Lía:—Por favor, dame algunas mandrágoras de las que te trajo tu hijo."
"Ey uye'ki, Lease' keywʉ key ie'ri: —“Cheyrwa ʉnnʉnguka awiri ¿Iwari eygwi mʉndragura nʉ gʉmʉsinʉse' na'kowna ki nʉngukʉme'ɉuno?” key ie'ri Rakerise'ri: —“Mʉndragura nʉna'kawa unige'ri, iwa seia'ri Jakoburi masin kʉmari a'wkinʉnno” kʉyana.","Pero Lía le contestó:—¿Te parece poco el haberme quitado el marido, que ahora quieres también quitarme las mandrágoras de mi hijo?Raquel respondió:—Está bien, te propongo que, a cambio de las mandrágoras de tu hijo, Jacob duerma contigo esta noche."
"Ey awi twí ʉnzanisi Jakoburi anʉnkʉni'nari ʉnkinkumaye'ri, Lease'ri: —“Iwa seia kinkiri nʉnsin kʉmʉkwa zʉn gun mikaweri, mʉndragura nʉ gʉmʉsinʉse' nako'wnasin minhita'sanarwa gun nʉndi” kʉyana. Ey uye' nʉngwa Jakoburi Leasin ʉnkʉma una.","Al anochecer, cuando Jacob volvía del campo, Lía salió a su encuentro y le dijo:—Hoy pasarás la noche conmigo, porque te he alquilado a cambio de las mandrágoras de mi hijo.Aquella noche Jacob durmió con Lía,"
"Ey uye' nʉngwari, Niwipawse'ri ino'kwa gun unari, Leari asewa neyka keywʉ Jakoburi gʉmʉsinʉ kʉgosana.",que quedó embarazada y dio a Jacob su quinto hijo. Dios había escuchado su oración.
"Ey awi, Lease'ri Isakar gʉmʉsinʉ ɉwa kʉsana: —“Nʉnzey cheychwari, nʉgunamʉ ʉnha'mia nanʉngwasi kʉna unarwa'me zʉn Niwipawri gʉmʉsinʉ nʉkʉnákiri nuku'nó” yana.","Entonces Lía dijo:—Dios me ha recompensado, por haberle dado yo mi criada a mi marido.Por eso lo llamó Isacar."
Ey anawi Leari chinhwa neyka keywʉ Jakoburi gʉmʉsinʉ kʉgosana.,"Lía quedó embarazada de nuevo, y dio a Jacob su sexto hijo."
"Ey uye'ri Lease'ri “Zabulón ɉwa kʉsana, Niwipawri inʉ duna nʉkʉna gun awaki nukʉndi, iwari nʉnzey cheyrwase'ri, umʉn aguzanu nʉngwari nanu'nʉnno yana”.","Y dijo:—Dios me ha hecho un buen regalo. Ahora mi marido me honrará, pues le he dado seis hijos.Por eso lo llamó Zabulón."
"Ey awi akowna' gʉmʉsinʉ a'mia gosʉyari, Dina ɉwa kʉsana.","Después Lía tuvo una hija, a la cual llamó Dina."
"Ey uye'ki Niwipawri Rakeri chʉwí ʉnkʉniga ino'siri, gʉmʉsinʉ kʉnʉngwa re'gow una. -",Pero Dios también se acordó de Raquel; oyó su oración y la hizo fecunda.
Ey awi Rakeriri kʉtʉkʉnʉn zanʉ keywʉ gʉmʉsinʉ kʉnare'ri: —“Niwipawri gʉmʉsinʉ nʉkʉnanu'nari eywʉ na'zari kwamʉ na'zʉnnari nʉkʉki awakiri nuku'kinó” yana. Ey anʉwa'me zʉn gʉmʉsinʉri José ɉwa kʉsiri: —“Niwipawri i'ngweygwi gʉmʉsinʉ nʉkʉna awiza nʉndi” yana.,Raquel quedó embarazada y dio a luz un hijo. Entonces dijo:—Dios ha borrado mi desgracia.
"Ey anawi Rakeriri, gʉmʉsinʉ José anʉkʉnʉn uye' nʉngwa, Jakoburi Labandi gwamʉ anʉnkasisiri: —“Nʉka'gʉmarigʉn ʉnzwein nʉgwa'sa ú” kʉyana.","Por eso lo llamó José, y dijo:—Ojalá me permita Dios tener otro hijo.Tretas de Jacob y de Labán"
"“Nʉnha'mia ɉina, nʉgʉmʉsinʉ ɉina, ʉnwinna'we awʉnki, ikʉnha chʉká gun mi gunamʉ nari mikʉnisi kwanarwʉndi, iwari nʉka'gʉmarigʉn ʉnzwein nʉgwa'sa ú”.","Después que Raquel dio a luz a José, Jacob le dijo a Labán:—Déjame volver a mi casa, a mi país."
"Ey uye'ki Labanse' keywʉ key ie'ri: —“Gwamʉ nʉkʉre'si, nʉnsin rinhachusa ú, Mase' ipʉnsi gun, Niwipawri inʉ duna na'weki gun nukʉndi”.","Dame las mujeres por las que te he servido, junto con mis hijos, y me marcharé. Sabes bien cómo he trabajado para ti."
“Ʉweri ¿Bindi me'zasʉnnʉndi me'zano? me'zasánari awkinʉnnarwe” kʉyana.,"Pero Labán le contestó:—Si yo significo algo para ti, por favor, escúchame. He sabido por un oráculo que el Señor me ha estado bendiciendo gracias a ti."
"Ey uye' Jakobuse'ri: —“Mazey nari, ana'nuga du mikʉchwi mi gunamʉ nari ni'narwa kinkiri du ey migʉnku kinó.","Así que le propuso:—Dime el salario que quieres ganar, y yo te lo pagaré."
"Sanusi naku'kingwi nʉnkwe'ri, chiwa awʉn neki mikinuku nʉnnari, iwa Niwipaw mingunamʉsiri azey inʉ duna me'we gun awaki nukʉndi, ʉwe'ki ¿Binzari kinkiri nʉsinamʉzey nari ʉnkʉnikʉnʉngwari no?” kʉyana.",Entonces Jacob le dijo:—Tú bien sabes cómo te he servido y cómo le ha ido al ganado que te he cuidado;
"Ey uye'ki Labanse'ri: —“¿Bin kinkiri na'zasʉnnʉndi me'zano?” key ie'ri, Jakobuse'ri: —“ɉwisin na'zasʉnnanʉn neki na'zanu' ni. Aɉumeka nʉn mikeywa kwa me'zariza nʉndi, chiwa mikʉchwi zóya kingwi awkinʉnnarwe” kʉyana.","lo poco que tenías antes de que yo viniera ha aumentado prodigiosamente, pues desde que llegué, el Señor te ha bendecido. Pero ya es hora de que también haga algo por mi propia familia."
"“Chiwa mika'gekuyekʉ tá kʉzagi'ni'kwe'ri chiwa twí kawa, awiri chiwako'ku a'mia tigreru kawasin nariri chiwa tigreru kawa ɉinasin na'zasanʉmingwa nari ʉnka'takʉn kʉzagichʉnʉngwa ni”.","Labán insistió:—¿Qué quieres que te dé?Jacob le respondió:—No tienes que darme nada. Si aceptas lo que te voy a proponer, volveré a pastorear tu ganado."
"“Eymí awi, ʉnzanika awi wa'kʉn nʉna'nige'ri, inʉkiri narizʉnay nʉkʉchwaki nugín nʉnʉwanʉmingwasiri: chiwa twí ka'w neyka awiri chiwako'ku a'mia twí kawa kwa tigʉreru nanu' neyka nʉka'gekwanige'ri, minzaganarwa ʉnna'meri na'nʉnno” kʉyana.","Hoy, voy a pasar por medio de tu rebaño y pondré aparte todas las ovejas oscuras y todas las cabras manchadas o moteadas. Ese será mi salario."
"—“Ey uye' nʉngwa, kwakʉchʉ na'zʉnin” Labanse'ri kʉyana.","Así, el día de mañana, cuando vengas a ver lo que he ganado, no habrá dudas sobre mi honradez: si encuentras algún cordero que no sea oscuro o alguna cabra que no sea manchada o moteada, es que te he robado."
