way,esp
"Ja'itaichi kaainjalain nia puulia wainmatua, maa aka akaratshitua süpüla wane ka'i, müleka nüntüle akaratshitua pünainmüin sünain mojuin ma'i naa'in saaliijee tü naa'inrakat pümüin, anasü müleka motüle paa'in shia”, nümakalaka Jesús.","Aunque en un solo día te ofenda siete veces, si otras tantas se vuelve a ti y te dice: «Me arrepiento de haberlo hecho», perdónalo."
"Nürütkaakalaka joolu'u Judas nünainmüin Jesús sünain nümüin nümüin:—Ekirajüikalee, anii taya antüin —nümakalaka nümüin sünain nüchu'lüin nuwalapa'a.","Así que apenas llegó, se acercó Jesús y lo saludó diciendo:—¡Hola, Maestro!Y lo besó."
"Otta na nikirajüinkana:—¿Jaraikai wayuukai chii, kache'ekai amüin wawai oo'ulaka tü palaakat? —namakalaka sünain ponüin naa'in tü ne'rakat.Ajuittinnüsü watta saalii yolujaairua nale'eru'ujee piama wayuu nütüma Jesús","Y los discípulos se preguntaban asombrados:—¿Quién es este, que hasta los vientos y el lago le obedecen?Los endemoniados de Gadara"
Ayonnajüinjatü taya shipialu'u taa'irü.,Voy a bailar en la casa de mi tía.
"Yaakaijasa'a Saulo sümaa naja'laje'ereein ma'i na anoujashiikana. Ekerojotaashi nia sulu'u nepia wane'ewai nakua sünain najaraijüin naya sulu'ujee süpüla nüpüreesajirüinjanain naya, maa aka tooloyuu otta jieyuu.Eeshii na wayuu eekai naapaain tü nüchikükat Jesús cha'aya Samaria","Mientras tanto, Saulo asolaba la Iglesia: irrumpía en las casas, apresaba a hombres y mujeres y los metía en la cárcel. 14.II. Testigos en Judea y Samaría Evangelización de Samaría Felipe en Samaría"
"Nüikkalaakalaka Jesús sünain nuuneküin nünainmüin na polookana piammüin nikirajüin sünain nümüin namüin:—Chi wayuu eekai nücheküin laülaweein sa'aka wayuu, acheküshi müinjachin aka wane achepchiee sünain jüüjüwaa sümüin wayuu —nümakalaka namüin.","Jesús entonces se sentó, llamó a los Doce y les dijo:—Si alguno quiere ser el primero, colóquese en último lugar y hágase servidor de todos."
"Niasa Judas Iscariote, napüshi na polooshiikana piammüin Aluwataaushikana, nu'unakalaka nanainmüin na laülaashiikana na'akajee na sacerdote judíokana sünain nümüin namüin:","Entonces uno de los doce discípulos, el llamado Judas Iscariote, fue a ver a los jefes de los sacerdotes"
O’unusu tawalakalü sulu’umüin tü aikaalee eere  shi’ya taain  nneetpü’üin.,Mi hermana se fue a la tienda  donde trabaja  como cajera.
"Je tü pütchi,“Püikkalaapa puluwataaiwa yaa tekialu'ujeesüka kojutüin pia tatüma”,münakat paala nütüma Maleiwa, nnojotsü münuushin nümüin wane aapiee, nia nümaka amüin chi Nüchonkai.“Yaajeechi pia joyotüin ta'ütpa'asüma'inru'u takanajüin süpüshua tü pü'ünüükalüirua”,müshi nümüin.","¿A qué ángel, en fin, dijo alguna vez: Siéntate junto a mí hasta que yo ponga a tus enemigos por estrado de tus pies?"
"Tameerü sümüin taa ꞌirü, suunejai pia, shiainjatü ayaꞌlajüinjatka.",¿Y cómo hiciste para llamarla si no hay señal?
"Otta jiakana eekai müliain, maa aka wayakana müliakana wanaa jümaa, oo'ule'enneena waya suulia tü müliaakat so'u tü ka'i nii'iyataainjachikat o'u chi Wasenyotsekai Jesucristo sümüin wayuu chajee iipünaajee namaa na aapiee pülashiikana ma'i pasanain sünain wane suwarala siki chuwatsü ma'i.","hará también que ustedes, los que han sufrido, compartan con nosotros el descanso cuando Jesús, el Señor, se manifieste desde el cielo con sus ángeles poderosos"
"Ayatüshi aashajaain Jesús namaa sünain namüin namüin: “Anashii müleka eere jaa'in sünain tü pütchi jaapakat. Müleka jülüjüle jaa'in tü shiimüinkat tekirajakat anain jia, jiyaawateerü aa'u tü tamüinjatkat jümüin mapeena.","También les dijo:—Presten atención a lo que oigan: Dios los medirá con la misma medida con que ustedes midan a los demás, y lo hará con creces."
"Akaajaa jiakana, saa'u müin aka ouktakai jia, anakaja jiyaawatüle saa'u sünain taashiinapain jia suulia süchepchiaa kaainjalaa.","Igualmente ustedes, consideren que han muerto al pecado y viven para Dios en unión con Cristo Jesús."
Na wayuukanairua –nümüleje'e walitkai – kakopeetainshii jee alojushii.,Los hombres – dijo el zorro – tienen escopetas y cazan.
Manneetsesai,No tengo dinero
"Mayaasüje jashichin wayuu tamüin sünainjee tanoujain nünain Cristo, nnojoleechi taya niyüülajüin Maleiwakai. Mayaasüje e'rülüin wayumüin wayuu tamüin, nnojoleechi taya amalajaain sütüma.","nos persiguen, pero no quedamos abandonados; nos derriban, pero no consiguen rematarnos."
"Watüjaa aa'uchi sünain kojutüin nia nütüma Maleiwa wanaa sümaa tia, süka waapüin wane pütchi chejee eejee Maleiwa Pülashikai ma'i sünain müin: “Anii chi Tachonkai aishikai tapüla. Talatüsü ma'i taa'in nümaa”, müsü.","Él recibió, en efecto, honor y gloria cuando la sublime voz de Dios Padre resonó sobre él diciendo: «Este es mi Hijo amado, en quien me complazco»."
"Je mapa kakalia nachikijee nayakana, ee'iyataashi Cristo tamü'inya, mayaashije nnojolin nümaajachin taya paala maa aka nakuaippa nayakana.","Finalmente, como si se tratara de un hijo nacido fuera de tiempo, se me apareció también a mí,"
"Na wayuu müliakana, eejeena jümaa waneepia süpüla jüsülajüinjanain namüin. Otta tayakai, süpülajachire joo yaawaa jümaa.","A los pobres los tendrán siempre entre ustedes, pero a mí no me tendrán siempre."
"Je wanaa sümaa nekaain, nümakalaka Jesús namüin:—Shiimüin tü tamakat jümüin, aapüneechi ekii taya nütüma wane ja'akajee —nümakalaka.","y, mientras cenaban, dijo:—Les aseguro que uno de ustedes va a traicionarme."
"Sükajee nayouktüin Cristo na judíokana, aküjünüsü nüchiki chi O'tte'erüikai namüin na gentilekana. Je talatüsü saa'in wayuu sainküin mma süka süküjünüin nüchiki Cristo sümüin wayuu ütamüinre'eya. Je alana'aleejeeria ma'i sünain talatüin saa'in so'uweena tia ka'ikat nanoujakat o'u wainma na judíokana sümaa no'tte'ennüinjanain.","Y si su caída ha sido provechosa para el mundo, si su fracaso ha beneficiado a las demás naciones, el beneficio será mucho mayor cuando también ellos alcancen la plenitud."
"Niweetaakalaka joo wane wayuu Samariaje'ewai, nnojoishi judíoin. Alu'ujasa chii, ni'raiwa'aya wayuukai palastüin sulu'u wopukot, nümüliajüin nia naa'inyaka.","Finalmente, un samaritano que iba de camino llegó junto al herido y, al verlo, se sintió conmovido."
"Mayaainje wanaawain ma'i jo'uuiwa'aya tü mojuuikat sümaa tü trigokat, süsotapa tü trigokat sümaa kachoin, atüjaana aa'ulu sünain eein tü mojuuikat sa'aka.","Cuando el trigo germinó y se formó la espiga, apareció también la cizaña."
¿Jamakalaka waapakalaka sünain naashajaain süka tü pütchi waashajaakat aka wane'ewai wakua?,¿Cómo es que cada uno de nosotros los oímos expresarse en nuestro propio idioma nativo?
"süpüla taashinjanain nütüma na wayuu süchepchiakana waneepia tü mmoluukat seema ouktaa, sükajee ouktüin nia saa'u saainjala.",y liberar a quienes el miedo a la muerte ha mantenido de por vida bajo el yugo de la esclavitud.
"Je süka sülü'ütchoin ma'i tia ka'ikat, eeshii süpüla nantu'ulaain aa'u na wayuu kaainjaraliikana, na yarüttakana aa'in, sünain ayatüin sünain aa'inraa tü mojusükat. Otta na aa'inrakana waneepia tü anasü nüchekakat Maleiwa napüleerua, antuujeena aa'u sünain aa'inraa tü anasükat”, nümakalaka chi aapieekai tamüin.","Ya casi da igual que el malo siga cometiendo maldades, que el manchado se manche aún más; pero que el bueno se haga mejor y que el consagrado Dios se entregue aún más a él."
"Anashaanashi ma'in wayuukai, nnojoishi mojuyaain aa 'in, nnojoishi yaleeyaain juulia tü nu'wayuusekalü.","El hombre estaba muy bien, no estaba triste, no quería apartarse de su mujer."
"Wayuu eekai jülatüin nüpüyalu’upünaa, ji’rapünaain jünain tü a’yalajaa kalü.",Las personas que pasaban por la casa de él lo veían llorando (= en el llorar).
"Shiasa mapa watta'a maalü, sünain nüle'ejüin Jesús nüchikua namaa na nikirajüinkana Jerusalénmüin, ouktakalaka nia jamü wopulu'u.","Por la mañana temprano, cuando Jesús volvía a la ciudad, sintió hambre."
"Wanaa jümaa aipiruain juya taya, te’rüin wanee ayaakuwaa anashaana sü ma’in.","Cuando yo tenía seis años, vi una imagen muy hermosa en un libro."
Je nnojotsü tacheküin napüleerua nekirajüin na jieyuukana wayuu sulu'u tü outkajaaleekat sümaa laülaainjanain naya naa'u na tooloyuukana.,"No me gusta que la mujer se dedique a enseñar ni que imponga su autoridad sobre el marido; debe, más bien, mantenerse en silencio."
"“So'uweena wane ka'i, te'itaajeerü wane pütchi jeket napüla na wayuukanasümaa pansaajeerüin tanüiki namüinsüpüla kee'ireeinjatüin naa'in waneepia tü taluwataakat anain naya”.",Esta es la alianza que sellaré con ellos cuando llegue aquel tiempo —dice el Señor—: inculcaré mis leyes en su corazón y las escribiré en su mente.
Nümakalaka joo Jesús namüin:—¿Jameerü müleka sujutuule wane ja'anneetse sulu'u wane ishi sükalio'u tü eemerawaakat? ¿Nnojoleerü jiyu'lamaatüin ja'itainje sükalio'uin eemerawaa?,"Jesús les contestó:—¿Quién de ustedes, si tiene una sola oveja y se le cae a un pozo en sábado, no irá a sacarla?"
"Otta tayakai, sünainjee tü kasa te'rakat, tountüin joolu'u taküjain jümüin nüchiki Jesús sünain shiimüin sünain niain chi Nüchonkai Maleiwa”, nümakalaka Juan namüin na wayuukana.Na piamashiikana nikirajüin Juan, o'unüshii nümaa Jesús","Y, puesto que yo lo he visto, testifico que este es el Hijo de Dios.Los primeros discípulos"
"Otta müsia tü shirousekalüirua tü polookat piammüin so'u, aainjuushi wane'ewai sükua süka wane kaa'ürüi. Je tü kaaye pasanainpünaakat sünain tü pueulokat, aainjuushi süka ooro anasü, jorottokalaka ma'i shia maa aka saa'in rouya.","En cuanto a las doce puertas, eran doce perlas. Cada puerta estaba hecha de una sola perla. Y la plaza de la ciudad era de oro puro, como cristal transparente.Dios y el Cordero son la luz"
"Je tü anoujakat tü alawaa aküjünakat nütüma Satanás, shia Eva, nnojoishi niain Adán. Je wanaa sümaa sünoujain tü alawaakat, kaainjalasü shia nuulia Maleiwa.","Y no fue Adán el que cedió al engaño; fue la mujer la que, dejándose engañar, cayó en pecado."
"Jülüja jaa'in sukuaippa tü wuchiikalüirua. Mapünajüinsat shia je manaajaalasat shia shiküin, nnojotpaja e'rüin jamü shia, süka shikinnüin nütüma chi Jüshikai Maleiwa chakai iipünaa. Jialeeka jiakana, aa'inmajünüshii waneepia nütüma Maleiwa, süka alana'aleein jia sünain kojutüin nütüma suuliale'eya tü wuchiikalüirua.","Miren las aves que vuelan por el cielo: no siembran, ni cosechan, ni guardan en almacenes y, sin embargo, el Padre celestial las alimenta. ¡Pues ustedes valen mucho más que esas aves!"
Shiishitaa,Estar grasiento
"süka niain aluwataanüin nütüma Maleiwa süpüla akumajaa tü kasakalüirua süpüshua chakat iipünaa je yaa mmolu'u, tü shi'rakat wayuu je tü nnojotkat shi'rüin, je süpüla e'itawaa sukuaippa laülawaa yaa mmolu'u otta cha'aya iipünaa. Akumajünüsü süpüshua nükajee Cristo süpüla kojutüinjachin nia sütüma.","Dios ha creado en él todas las cosas:todo lo que existe en el cielo y en la tierra,lo visible y lo invisible,sean tronos, dominaciones,principados o potestades,todo lo ha creado Diospor Cristo y para Cristo."
¿Kasa wayu paa’inra ka yayaa joolu’u?,¿Qué estás haciendo aquí ahora?
"Anakaja jüsakiraale jüpüshua süka aijiraain jia jüpüla sünainjee anoujaa nünain Cristo. Je na anoujashiikana napüshua sulu'u tü outkajaaleekalüirua yaaya, nasaküin jia jüpüshua.","Salúdense, en fin, unos a otros con un beso fraterno. Los saludan, por su parte, todas las iglesias de Cristo."
"Nümakalaka sümüin:—Tü nünüiki Maleiwa ashajuushikat paala sümaiwa, müsü mayaa: “Tü tepiakat, nachuntiajatü na tapüshikana tamüin sainküinjee mmakat süpüshua”, müshi. Otta jiakana, saa'u nnojolüin lotüin jukuaippa sünain jüikküin tü mürütkat, müsü aka saa'in shipia ka'ruwarannuu jütüma tü nipiakat —nümakalaka Jesús namüin.",Y los instruía increpándolos:—¿Acaso no dicen las Escrituras que mi casa ha de ser casa de oración para todas las naciones? Pero ustedes la han convertido en una cueva de ladrones.
"Otta müleka shiimüinre tia, ¿jamaka'a taneekaka'a waneepia aa'inraa tü kasa mojusükat? Shia süka tale'eru'uin kaainjalaa. Je sükajee tüü, müsü aka eekai wane atkawaa sütüma tü takuaippa jeketkat. Je müshi aka kapükai taya, süka nnojolüin tountüin taa'inrüin tü anasükat.","en mi cuerpo, sin embargo, experimento otra ley que lucha con los criterios de mi razón: es la ley del pecado que está en mí y me tiene encadenado."
namakalaka na nimüliayuukana Jesús nümüin sünain neme'erainpalain nia:—Anakaja pu'unüle yaajee yaa chamüin cha'aya Judeamüin sünainmüin tü mi'iraakat süpüla ne'rüinjanain na pikirajüinkana tü kasa paa'inrakat.,"sus hermanos le dijeron:—Deberías salir de aquí e ir Judea, para que tus seguidores puedan ver también allí las obras que haces."
"Niasa'a Pedro, müshi nümüin:—Nnojotsüsa'a neerü tama'ana, alu'ujasa'a shia eeka tama'ana nüpülain Jesucristo chi Nazaretje'ewaikai, je saa'u nünülia, tamüshi pia: Püsha'walaa je puwara'iraa —nümakalaka nümüin.","Pedro entonces le dijo:—No tengo plata ni oro, pero te daré lo que poseo: en nombre de Jesús de Nazaret, comienza a andar."
"Aka'aya na “diáconokana”, na aa'inmajüliikana kasa sulu'u tü outkajaaleekat, nayainjana na eekai kojutüin sütüma wayuu süka shiimüin nakuaippa su'upala. Nnojoliinjana wayuuin eperülii naya. Nnojoliinjana kachiiruain aa'in washirüü.","Que los diáconos sean igualmente personas responsables, hombres de palabra, no dados al vino ni a los negocios sucios;"
"Antüshi chi palaja chikai, anta mushia wane’eya, anta müshija’a wanee mapa, antapaa mushi’iya na a chiiruaajanakana, jee müshija’a chi naja’ttiamüinja chikai.","Llegó el primero, llegó también otro, llegó otro después, llegaron los siguientes, y también el último."
"Nnojoishii jia talatüin tamaa, süka nnojolin taa'inrüin tü jüchekakat tapüleerua. Müshii aka jia saa'in tepichi eekai namüin namüin na natünajutkana saaliijee nnojoliin nashaitteein namaa:‘Ja'itaina amaasijaayaain waya,nnojoliishii jia oyonnojoyaain sütüma.Je ja'itaina mojuyaain waa'in sünain ee'irajaa,nnojoliishii jia a'yalajayaain sütüma’,müshii na tepichikana.","Puede compararse a esos niños que se sientan en la plaza y se interpelan unos a otros: «¡Hemos tocado la flauta para ustedes, y no han bailado; les hemos cantado tonadas tristes, y no han llorado!»."
"Narütkaakalaka wane laülaayuu judíoirua nünainmüin süpüla noo'ulaküin naa'in. Nasakirataalakalaka nia:—¿Jamüshi pia kama'aka'a ma'i süpüla aküjaa wamüin sünain jaralin pia? Müleka shiimüinre sünain piain Cristoin chi Nüneekajalakai Maleiwa, püküjaa wamüin süka pütchi eekai ja'yashin —namakalaka nümüin Jesús.","Se le acercaron entonces los judíos, se pusieron a su alrededor y le dijeron:—¿Hasta cuándo vas a tenernos en vilo? Si eres el Mesías, dínoslo claramente de una vez."
"Ma'aka pülü ’üjale nneerü, tachajaajeerü pümüin miichi eeinjachire püntüin.","Si tú llevas dinero, yo te buscaré una casa a la cual llegar."
"Je chi aapieekai aashajaakai tamaa, kajapulu'ushi wane emiriijia oorole'eya süpüla nimiriijainjatüin tü pueulokat, tü sükulaatsekat, oo'ulaka tü so'ukolüirua.","El ángel que hablaba conmigo tenía una vara de oro para medir la ciudad, sus puertas y sus murallas."
Waapüin  wanee shi'ira kasa kayarülasü; nnojotsü shi'ira in mo'uwa,Nosotros escuchamos el sonido de una cosa horrible; no era canto de una paloma.
"“Müleka ju'uninnüle eemüin na sülaülakana judío je chi sülaülashikai mma saalinjee jünoujain tanain, nnojo jüshapataain aa'in saa'u tü jüsouktüinjatkat aka namüin.","Cuando los lleven a ustedes a las sinagogas o ante los magistrados y las autoridades, no se preocupen de cómo han de hablar o qué han de decir en defensa propia,"
"Je su'unnaa ka'ikat tiairua cha'aya sulu'u Éfeso, aashichijaashii ma'i na wayuu chajanakana sünainjee kojuyain wayuu o'ttakat sünain anoujaa nünain Jesús.",Por aquellas fechas se originó un serio motín popular a causa del nuevo camino del Señor.
"Shiimüin sünain müliain waya sünainjee waküjain nüchiki Cristo, maa aka naa'in niakai müliapü'üin paalainka. Otta su'unnaa müliain waya, akaaliijünüshii waneepia nütüma chi Maleiwakai süka nümaain waya Cristo.","Porque, si bien es cierto que como cristianos no nos faltan sufrimientos, no lo es menos que Cristo nos colma de consuelo."
"sünain naapüin taya najapulu'umüin na gentilekana. Je naairua, neme'erainpaleechi taya sümaa na'yaateechin taya. Je süchikijee tia, nakachereechi taya süpüla ouktaa. Otta nu'unnaa chi apünüinkai ka'i süchikijee tia, oso'iraajeerü taa'in —nümakalaka Jesús namüin na nikirajüinkana.Jacobo oo'ulaka Juan, achuntüshii wane kasa nümüin Jesús","luego lo pondrán en manos de extranjeros para que se burlen de él, lo golpeen y lo crucifiquen. Pero al tercer día resucitará.Petición de los hijos de Zebedeo"
"Shiimüin sotüin jaa'in tawalayuwaa sünain wa'yataapü'üin waneepia so'uka'i je sa'wai saa'u tü weküinjatkat aa'u wanaa sümaa waküjüin nüchiki chi O'tte'erüikai jümüin, suulia wachuunajüin kasa jümüin.","Recuerden, hermanos, nuestros afanes y fatigas: cómo trabajamos día y noche para no ser gravosos a nadie, mientras les anunciábamos el evangelio de Dios."
"“Otta chi Maleiwakai, meechi nümüin: ‘Maa'inkaiche aa'in pia. So'u aikat tüü, anteerü ouktaa pümüin. ¿Jaraleerü saa'in pümüin makataka apüla tü pünaajaakat ma'i püpüla?’.",Pero Dios le dijo: «¡Estúpido! Vas a morir esta misma noche. ¿A quién le aprovechará todo eso que has almacenado?».
Ajütünüsü tü wayuukolüirua süpüshua sulu'umüin suumain süpüla yaawaa cha'aya.,"Todos tenían que ir a empadronarse, cada uno a su ciudad de origen."
¿Jala pünaashii paa’akana yaa ?,¿Por dónde se han ido los toros ?
"Otta wanaa sümaa nüchuntüin, anakaja nünoujale süka süpüshua naa'in sünain naapeerüin Maleiwa nünüiki je sünain naapeerüin nümüin tü nüchuntakat aa'u. Müleka matsüinre naa'in sünain anoujaa wanaa sümaa nüchuntüin, meechi aka nia saa'in sukuaippa süshi palaa sünain nnojolüin jimatüin.","Pero debe pedirla confiadamente, sin dudar, pues quien duda se parece a las olas del mar, que van y vienen agitadas por el viento."
"Otta müshia Jesús, süka nütüjaain saa'u sünain nasakireein nia süchiki tü nümakat paala namüin, nümakalaka namüin:—¿Aashajaajiraashii jia sünain tü tamakat sünain: “Je joolu'u, motsomüin yaain taya jümaa. Shiasa palitchon ka'i, ji'reechi taya tachikua”, makat?","Jesús se dio cuenta de que estaban deseando una aclaración, y les dijo:—Están intrigados por lo que acabo de decirles: «Dentro de poco ya no me verán, pero poco después volverán a verme»."
"Soto jaa'in nachiki na senkeyuu nüchooinkana chi watuushikai Isaac sümaa tü nu'wayuusekat kanüliakat Rebeca. Mayaainje nüchooin Isaac na piamashiikana tepichi,","Está, además, el caso de Rebeca, que tuvo mellizos de un solo hombre, nuestro antepasado Isaac."
"Shiasa wanaa sümaa jüntüin sulu'umüin wane pueulo, nnojolüinjatü jii'iratüin tü miichi jüntakat alu'u palajana.","Les dio estas instrucciones:—Cuando entren en una casa, quédense en ella hasta que salgan del lugar."
"Otta tü pütchi ojuittakat sulu'upünaa jaanükü, jüle'eru'ujeejatü. Mojulu'urüle shia, shia yarüttaka atüma jaa'in nu'upala Maleiwa.","En cambio, lo que sale de la boca procede del corazón, y eso es lo que hace impura a la persona."
"“Tachiajaain jia joolu'u süka alin jia tapüla. Je napüshua na aikana tapüla, kalio'ushii tatüma. Je sükajee tia, anakaja jiyaawajaale suulia kaainjalaa süpüla ji'yataainjanain tamüin süka süpüshua jaa'in.","Yo reprendo y castigo a los que amo. Esfuérzate, pues, y cambia de conducta."
"O'unee na waya palajana  mettk aarulu'u, süchikej ee cheena  waya aya'lajüin sentürolu'u , kettapaa cheena waya ayaatüin suma'anamüin Pilome ena cha'aya Majayütpana.","Primero iremos al mercado, luego de compras al centro y por último  visitaremos la casa de la señora Filomena en Majayütpana."
"Atunkuinjanayaa waya sulu ’u miichikaa tüü, akanasa ’a kainpüse ’eraain waya.","Nosotros íbamos a dormir en esta casa, pero tuvimos miedo."
"Saa'u talatüin ma'i naa'in wamaa, nasülajüin wainma kasa wamüin wayakana. Je mapa, wo'unajanapa, naapüin wamüin süpüshua'a tü kasa cho'ujaajeetkat wamüin sulu'upünaa wopu sünain tü o'unaakat.Pablo, antüshi Romamüin","Fueron muchas las muestras de aprecio que nos dispensaron los isleños, que, al hacernos de nuevo a la mar, nos suministraron todo lo necesario.Llegada Roma"
"Je naapapa chi wayuukai tü suu'uipsana'irakat wayuu sünain sülatüin nü'ütpünaa,—¿Jamüsü sülataka'a wayuu wainma yaapünaa? —nümakalaka.","al oír el alboroto de la gente que pasaba, preguntó qué era aquello."
"Je Festo, müshi nia namüin:—Ichaa Pablo süttüin atümaa sulu'u tü püreesaapülekat cha'aya Cesarea otta ojuitteechi taya yaajee so'u palit ka'i chai takua Cesareamüin.",Pero Festo respondió que Pablo debía seguir custodiado en Cesarea y que él mismo iba a regresar allí pronto.
"Je oo'uwo'utpa na su'wayuusekana napüshua, ouktüsü mapa shia nachiiruajee.",La última en morir fue la mujer.
"Nüsouktakalaka Cornelio:—Eeirü pienchi ka'i süchiirua maja'a ka'i yaa, yaajachi taya tepialu'u aamaja'alüin otta aashaja'alaain nümaa Maleiwakai. Je nii'iyataakalaka wane aapiee tamüin, kachuwala ashe'inchi ma'i, nüma'anajeejachi Maleiwakai.","Entonces Cornelio respondió:—Hace cuatro días, a esta misma hora, estaba yo aquí en mi casa ocupado en la oración de la tarde, cuando, de pronto, se presentó ante mí un hombre vestido con una túnica resplandeciente."
"“¿Jameechi pia müleka pükumajeere wane miichi eekai anashaatain ma'i? Acheküsü jülüjain paa'in palajana sünain jerainjatüin sujuittakat aa'u tü miichikat, suulia saja'laja'alaain pünneetse süpülapünaa kettaain shia,","Si alguno de ustedes quiere construir una torre, ¿no se sentará primero a calcular los gastos y comprobar si tiene bastantes recursos para terminarla?"
"Otta María Magdalena sümaa María tü niikat Jacobo je José, makatüshii naya joyotüin yala peje sünain tü woowirakat.Shi'raja aa'ulu surulaat tü woowirakat","Entre tanto, María Magdalena y la otra María estaban allí sentadas frente al sepulcro.El sepulcro bajo custodia"
Eetaashi wanee wayuu mojulaashi ma’ in; asünaa pu’ushi sü chisa wa yuu eekai sülatüin nü’ütpünaa.,Había una vez un hombre malvado; solía quitar el equipaje a las personas que pasaran junto a él.
Nümakalaka Pedro nümüin:—¡Pütamaa! ¡Wayu'uya ne'e taya wanaa pümaa!,"—Ponte de pie —le dijo Pedro mientras lo ayudaba a levantarse—, pues también yo soy simplemente un hombre."
Jashichikalaka ma'i na laülaashii judíokana joolu'u nümüin Jesús sünainjee naa'inrüin kasa eekai müin aka tia so'u sükalia eemerawaa.,"Y como Jesús no se privaba de hacer tales cosas en sábado, los judíos no dejaban de perseguirlo."
"sümüin María, sünain emetuluin sünüiki:—Anata'aleesüja'a ma'i pia nütüma Maleiwa suulia jieyuu maleekalia. Je anata'aleeshija'a ma'i chi jo'uu jemeyuleetkai amaa pia.","y exclamó con gritos alborozados:—¡Dios te ha bendecido más que a ninguna otra mujer, y ha bendecido también al hijo que está en tu vientre!"
"“Shiainja'a nnojolüin taattajaa aa'u puulia sünain shiain too'ulaküin tü akuaippaa kanüliakat Wopu Jeket, tü anuu shokotüin naajüin. Too'ulaküin shia süpüla kojutüinjachin tatüma chi Maleiwakai, Namaleiwasekai na tatuushinuukana, süka tü taa'inrakat nümüin. Je nnojoishi taya oo'ulaain suulia tanoujain sünain süpüshua'a tü ashajuushikat nütüma Moisés otta natüma na nünüikimaajanakana Maleiwa sulu'u tü karaloukta nüchikimaajatkat Maleiwa.","No obstante, reconozco que soy seguidor de este nuevo camino del Señor que ellos consideran sectario; pienso que así rindo culto al Dios de mis antepasados, aceptando todo lo que está escrito en la ley y en los escritos de los profetas."
Machü’lüinsalü Noora sutuma juyakalü.,Nora no está mojada por la lluvia.
"Je na wayuukana napüshua sütüma tü nüküjakat Juan namüin, “Niataakaja Cristo, chi wa'atapakai süka süpüshua waa'in”, müsü naa'in.",Así que la gente estaba expectante y todos se preguntaban en su interior si Juan no sería el Mesías.
"Shiasa süchikijee kettaain naküjain nünüiki Maleiwa, eweeteechi chi wanülüü sulu'ujeejachikai tü Ishikat. Amutteechi naa'u na piamashiikana sünain ouktaleeinya naya nütüma, süka katsüin ma'i nia noulia.","Pero, una vez concluido su testimonio, surgirá del abismo la bestia, que entrará en combate contra ellos, los derrotará y los matará."
"Shiimüin tü tamakat jümüin, e'itaaneechi nia nütüma chi nülaamainkai süpüla laülaain saa'u süpüshua'ale tü kasa eekat nüma'ana.",Les aseguro que le confiará el cuidado de toda su hacienda.
"Je na nikirajüinkana Jesús, nnojotsü nayaawatüin aa'u tü kasa aa'innakat so'u ka'ikat tia. Nayaawatale aa'ulu wanaa sümaa niyalennüin Jesús iipünaamüin nünainmüin Maleiwa. Sotüsü naa'in tü ashajünakat nüchiki je tü ka'i a'waatünakat o'u naa'u sütüma tü wattakat saalii wayuu.","Sus discípulos no entendieron entonces el significado de este gesto; solamente después, cuando Jesús fue glorificado, recordaron que aquello que habían hecho con Jesús ya estaba escrito de antemano sobre él."
"Je müleka eere ja'aka eekai che'ojaain nümüin kekiinjachin nia wanaa sümaa süntüin tü müliaakat nünainmüin, anakaja müleka nüchuntüle nümüin Maleiwa soo'opünaa tia. Naapeerü nümüin, nnojoleerü na'alijirüin shia nuulia, süka naapeein ma'i shia. Nnojoleechi niyoujain nia sünainjee achuntaa.","Si alguno de ustedes anda escaso de sabiduría, pídasela Dios, que reparte a todos con largueza y sin echarlo en cara, y él se la dará."
"Je müleka jüsaküle ne'e na juwalayuukana namüiwa, shia ne'e saa'inraka wayuu süpüshua. Aa'innüsü tia natüma na manoujainsaliikana.","Y si saludan únicamente a los que los tratan bien, ¿qué hacen de extraordinario? ¡Eso lo hacen también los paganos!"
"Kalio'upü'üshii waya tepichiiwa'aya natüma na washikana, süka kee'ireein naa'in tü anaakat wapüleerua. Akaajaa tü kee'ireekat naa'in chi Maleiwakai wapüleerua süka tü müliaa we'rakat, shia aneein waya sükajee tia. Tü nüchekakat wapüleerua, shia süka müinjanain aka waya naa'in süpüla ka'ikat süpüshua.","Aquellos, en efecto, nos educaban según sus criterios para una vida corta; este, en cambio, nos educa para algo provechoso, a saber, para que participemos de su propia santidad."
"Otta wanaa sümaa naashajaain Jesús namüin na wayuukana, a'waatüsü wane jierü yaa sa'akajee tü wayuukolüirua:—Anata'aleesüja'a ma'i tü wayuu kachonkat pia, tü epijakat pia —sümakalaka nümüin Jesús.","Mientras Jesús decía estas cosas, una mujer que estaba entre la gente exclamó:—¡Feliz la mujer que te dio a luz y te crio a sus pechos!"
"“Püshaja nümüin chi aapiee aa'inmajakai tü anoujasükalüirua tanain sulu'u tü outkajaaleekat chakat sulu'u tü pueulokat Laodicea:“Anuu nünüiki chi kanüliakai Amén, chi lotokai akuaippa sünain aküjaa tü shiimainkat nüchiki Maleiwa, chi nükumajakai anainjee kasakat süpüshua Maleiwa:","Escribe al ángel de la iglesia de Laodicea: Esto dice el Amén, el testigo fiel y veraz, el que está en el origen de la obra creadora de Dios:"
