arh,esp
"Eymí nisi keywʉ Niwipawri powru Sodoma awiri Gomorra Lot kwʉnnu'nekʉ kʉchunhana, ey uye'ki Niwipawri Abraansin rimaseyna agʉnchore'ri Lori ʉnhatenʉyekʉ pari ana'chunha una.Lot awiri abu'gʉmʉ ɉina zaka'cho'si wasʉya","Así, cuando Dios destruyó las ciudades de la llanura, arrasando las ciudades donde había vivido Lot, se acordó de Abrahán y libró a Lot de la catástrofe.Origen de los moabitas y de los amonitas"
"Ey unige'ri kakʉ zʉ gowiernu sikʉri Niwipaw chow wina'chuya ɉinari, ɉwí a'kisʉya zana winakisʉn nuku' nʉnniko, nokwangwasi kukwʉ kʉnugari winʉkʉno'kwa” winʉkʉyana.Gowiernu ku'nawa zanʉ zaka'cho'si, ga'kʉkʉnamʉ ʉnkʉwa'na","Entonces los justos resplandecerán como el sol en el reino de su Padre. Quien pueda entender esto, que lo entienda.Parábolas del tesoro, la perla y la red"
"Bema'ba inʉ awʉtari a'zʉna mikʉnanʉndi, anugweri eyma'bagwiri mikʉnanu'nanʉko” kʉyana.Minhúmʉri migʉchʉ zʉn arampʉra gun nʉndi(Luk. :-)","Pues donde tengas tus riquezas, allí tendrás también el corazón.Sinceridad y desprendimiento"
pin winʉkʉno'kwʉn rinu'na ɉinari arunhá wina'chwi winino'kwana.,Y todos cuantos escuchaban a los pastores se quedaban asombrados de lo que decían.
"Lose'ri: —“A nʉpaw ɉina, chʉwí nʉnkʉre'gow key gwamʉ a'sisana.","Pero Lot les dijo:—Eso no, por favor, Señor mío."
"Ʉweri Niwipawri agʉmʉsinʉ á nʉkin neyka ka'gʉmʉse' ga'sʉn nusi keywʉri ase' ipʉnsi anʉ niwe'nisiri, ey aguzʉnkurin niwe'zanʉngwasi niwikʉchwizʉnhasana gun nʉndi,",Y Dios ha demostrado que nos ama enviando a su Hijo único al mundo para que tengamos vida por medio de él.
"Uye' Jesú zʉ ɉunʉkʉnʉ ɉina, awiri a'mia ɉina Galilea pari Jesú wina'wasi gwi rizoyana ɉinari, ingʉ atʉgʉnke' pari ey winchwʉn gwi zʉn rinu'na.Jesú ka' anikumana(Mt. :-; Mar. :-; Jn. :-)","Y todos los que se habían reunido para contemplar aquel espectáculo, al ver lo que sucedía, regresaron a la ciudad golpeándose el pecho."
Ʉweri tá kinki iwa winarukʉn nuga ɉina zʉn katiguri wina'chanʉngwa na'nʉnno”.Jesuri Jerusalén zanʉ ikʉ chʉwi kʉni'na(Luk. :-),"De ese modo se harán culpables de toda la sangre inocente derramada en este mundo, desde la sangre del justo Abel hasta la de Zacarías, el hijo de Baraquías, a quien ustedes asesinaron entre el santuario y el altar."
"Mariase'ri: —“Eri Nʉpaw zʉ gunamʉ zʉn gun narwʉndi, má nʉyáy zʉn Nʉpawse'ri inʉri ʉnchunhananʉn na'zʉnin” key ie'ri, Niwipaw zʉ Gunamʉ warinzanʉri ʉnzoya una.Mariari Isaberi ka'neyna","Mira, si no, a Elisabet, tu parienta: también ella va a tener un hijo en su ancianidad; la que consideraban estéril, está ya de seis meses,"
"Inʉri, ikʉ zʉn anugwese' pari kinkiri ósʉn arunhʉkwa, ikʉ gwakʉkwa, ʉnkachwi nari neki i'ngweygwi azagʉkwa, kʉsa niku' kingwi a'miasin kwa cheyrwasin kúkwa, zagʉkwa, rigasaykwa awiri i'ngweygwi ɉwé ɉwé wasay naykwa.","Porque del corazón proceden las malas intenciones, los asesinatos, los adulterios, las inmoralidades sexuales, los robos, las calumnias y las blasfemias."
Niwi niwe'zare' kinkiri eri á ki niwipowru Israeri ikwʉngwari nʉnno kʉzanʉn nu'na gun emey anukumey anagwa'nari máykʉnʉ ɉwía keywʉri ʉnzaniku'kinó.,Los jefes de nuestros sacerdotes y nuestras autoridades lo entregaron para que lo condenaran a muerte y lo crucificaran.
"Ey anawi ingʉ ʉnzanikʉn nuse'ri Jesuri kugotin ichoriri ingʉ mowga nʉkʉchwananʉn a'zʉna kʉkari keywʉ, i'ba ʉndinare'ri,","Después de esto, Jesús subió al monte y llamó a los que le pareció bien. Y se acercaron a él."
"Jesuse' keywʉ winʉkey ie'ri: —“Reyri, judíw rinanu' neyka ɉina winʉkʉre'gusi rizoye'ri, agunamʉri aritwiki zʉn kʉre'gugari nanu'kinó; ey anʉwe'ri ema sakuku ɉina nʉnkʉri du í inʉ winre'gugin awga gun nʉndi.","Jesús entonces les dijo:—Los reyes someten las naciones a su dominio, y los que ejercen poder sobre ellas se hacen llamar bienhechores."
"Ey anawi asige' bunsi ʉnchare nʉngwa, Abraandi, pan na'ba kweruse'b ɉe ekʉdosiri Agarse' a'gosa awi nʉngwa, gʉmʉsinʉ anipʉnhása nenʉn awiri ʉnzweykwa mikawin key ʉnga'sa una. Ey anuye' nʉngwari Agari ka' tikiriri sinke Beerseba ayarigʉn ʉnzori yamʉn yamʉn kwey nayʉnpʉnna.","Al día siguiente, Abrahán se levantó de madrugada, tomó pan y un odre de agua, lo cargó a hombros de Agar y la despidió con el niño. Ella se marchó y anduvo sin rumbo por el desierto de Berseba."
"Ey awi Jesuri urakʉse' chori winwa'ku neyka ɉinase' winʉkʉzorie'ri, ase'ri: —“¿Tá kinki duna'kusa awiza ni ki miwe'rizano?” winʉkey ie'ri ikʉnha'se'ri: —“Sakuku, ey awizani” winyana.","Cuando entró en casa, los ciegos se le acercaron y Jesús les preguntó:—¿Creen ustedes que puedo hacer esto?Ellos le contestaron:—Sí, Señor."
"Ey uye'ri ikʉri igakumá wina'zanisiri: —“I'ngwi profeta awʉnkawa niwisin nanʉngwasi naka awakiri nuku'kinó, Niwipawri á powru ʉnkigunamʉsʉn naka awaki nugin”.",Todos los presentes se llenaron de temor y daban gloria a Dios diciendo:—Un gran profeta ha salido de entre nosotros. Dios ha venido a salvar a su pueblo.
"Awi nʉngwari Jesuri kʉriwiya ɉinasin Getsemaní ayekʉ rizoyanáɉu nʉngwari:—“Yʉkʉ Nʉpawsin rimasáyʉkindi, ema'ba winasow” winʉkey nʉngwari.","Pedro insistió:—¡Yo no te negaré, aunque tenga que morir contigo!Y lo mismo decían los otros discípulos.Jesús ora en Getsemaní"
Ey awi ʉnwichakiri chʉnʉn kinki i'mʉnʉ eygwi chʉká ana'zʉni izanʉngwasi ga'kumana ɉinase' winʉka'chunna gun nʉndi. Awi keywʉri Niwipaw zʉ gowiernuc winʉkʉwasay ma'keywa uga ɉwía eykigwi ikʉnha'sindi izaniku'nare.,"A estos mismos apóstoles se presentó después de su muerte y les dio pruebas abundantes de que estaba vivo, apareciéndoseles durante cuarenta días y hablándoles del reino de Dios."
"“Ʉweri iwa mikʉyʉn nu'kwaykʉchʉ, Niwipaw kinkiri ase' inʉ unikʉngwa mikʉchwizʉnhasi zʉn gun nʉndi.",Es lo que he dicho al faraón: Dios ha mostrado al faraón lo que va a hacer.
Nʉnsin nanu' nanʉndi nʉkʉpanʉya zʉn nariri; nʉnsin nari anʉnkʉnisú nanʉyase'ri yow anʉnka'pʉ zʉndi awnʉnno.Anugwe dunanu' neykari eygwi anʉnmi'na awʉya ni(Mt. :-),"pero si otro más fuerte que él llega y lo vence, entonces le quita las armas en las que confiaba y reparte como botín todos sus bienes."
Awi íngunʉndi: —“¿Inʉse' ka' ʉnkumʉyʉn pari a'nʉ kʉpʉnkuyari niwika'mʉresʉnno?” winʉnkey rizwein nu'na.,Iban preguntándose unas a otras:—¿Quién nos quitará la piedra de la entrada del sepulcro?
"Ʉweri aɉumeka nʉkakʉ zʉ sinamʉ sikʉ wʉ zoriri, nʉnzey tana nʉna'ba a'mia a'guka awiri nʉgʉmʉsinʉ zʉn a'mia nánʉngwa re'gow awkwa nʉkey ie'ri’.",sino que irás a la casa de mi padre y escogerás a una que sea de mi clan».
"Ase'ri ikʉnha winarunhʉn nugari du gun winʉkʉɉwa'sie'ri: —“Bema powru neki ikʉnha gunti ankʉpanʉndi ʉndinkʉchunha zʉndi aw'kinʉnno, kwa urakʉse' zanʉ gunti winʉnkʉpanʉndi ʉndinkʉchunha zʉndi awnʉnno.","Otros, para tenderle una trampa, le pedían que hiciera alguna señal milagrosa de parte de Dios."
"Pedruri, Erodese' asige'ri powruse' ka'chunhʉngwa nari gúná emay emay kʉrena a'nisi soldadu mowga nase' winichunsi bʉkʉna ey kʉmʉn nuse'ri, aɉwa soldaduri kʉnse' achonʉya'ba o'kʉta winwa'kʉn gwi winnu'na.","La noche anterior al día en que Herodes se proponía someterlo a juicio público, Pedro dormía entre dos soldados, atado con dos cadenas, mientras unos centinelas custodiaban la puerta de la cárcel."
"Awi Egiptu pari zamʉ winuzoyanari yow ʉnwinitikuma uye'ri, Jakobuse' keywʉ winʉkey ie'ri: —“I'mʉnʉ eygwi, Egiptu trigu sanʉn zweykweyri nanu'kinó, yow zamʉ ʉnniwintikuma gun awaki ʉnnukʉndi” agʉmʉsinʉ ɉinari winʉkʉyana.","Así que cuando a Jacob y a sus hijos se les acabó el grano que trajeron de Egipto, su padre les dijo:—Vayan otra vez a comprar un poco más de alimento para nosotros."
"mʉnʉ'gwi mitakʉn gwa'sa unarwari, kwa gwi nʉna'no'si nʉnaka awaki nʉnuku'nʉnkwe. Ʉweri iwari ema'ba Niwipaw gwi niwichwʉn nugaba' gunti gun nʉnkurʉndi, Niwisakukuse' kʉyʉkwa mikʉyaneyka ano'kwa'ɉuriri anuku'kinó” kʉyana.Pedruri Korneriw keynʉn aseyna","De modo que mandé enseguida a buscarte, y tú te has dignado venir. Aquí, pues, nos tienes a todos, en presencia de Dios, dispuestos a escuchar todo cuanto el Señor te haya encargado decirnos.Discurso de Pedro"
"Uye'ki winikʉya ɉinari gunamʉ ɉina kinkumaye'ri wintonaɉuri, i'ngwiri du kawi winpʉ', i'ngwiri wingwaka, iwa i'ngweygwiri a'nʉ winipʉ zʉn winowna.","Cuando llegó el tiempo de la vendimia, envió sus criados para percibir de los labradores el fruto que le correspondía."
"Ʉweri ʉnhakwʉya Abraan tana, awiri miwi aɉwʉnzanʉ, Niwipaw chow gwi ʉgachwʉya ɉinari du nʉkʉno'kow; ema ga'kʉnamʉ minkukwa neykari niwizey nari ga'kumanari na'nó.","Hermanos, los que son descendientes de Abrahán y los que, sin serlo, viven entre ustedes rindiendo culto a Dios: vean que a nosotros se nos ha confiado este mensaje de salvación."
"Iwa judíw tana Jesú tá wina'chwʉya ɉina Pedrusin rinakaki rinu'na ɉinari, judíw rinanu' neyka ɉina ayeygwi Anugwe Dunari winipano wina'zari arunhá wina'zʉnna.",Los creyentes judíos que habían llegado con Pedro estaban sorprendidos de que también sobre los no judíos se derramase el don del Espíritu Santo.
"Ema ɉina gun Sem tana winarukʉn nugari nanu'nó, mowga kʉgi' ka'gʉmʉse' ɉe ko' ʉnzʉnna nari ana'yunaki ʉnnuse, Semdi i'ngwi sientu kʉgi' izanʉn nuse' Arfaxad agʉmʉsinʉri kwakumana.","Estos son los descendientes de Sem:Sem tenía cien años cuando engendró a Arfaxad, dos años después del diluvio."
"Ʉwe'ki Jerusalén kinkumʉnʉngwásiri iwa sige' awiri mowge' eyki zweykwa gun nʉkaweri, awiri profeta kinkiri Jerusalén zʉn wichiza gun nʉndi” winʉkʉyana.","Pero entre tanto, hoy, mañana y pasado mañana tengo que seguir mi camino, porque no es posible que un profeta muera fuera de Jerusalén."
"Ey awi i'ngwi powrusinke' nare'ri, zowkwʉ winʉkʉnuga gunti i'ngwi uga nase' keywʉ wintakʉn rina'nari, Jesuri winchwa uye'ri atʉgekʉ pari kingwi:","Al llegar a cierta aldea, le salieron al encuentro diez leprosos que, desde lejos,"
"eykʉri i'ngwi kwi'ma Eutiku za'kinuga wentanase' kʉnusi kʉno'kwʉn nuse'. Pabluri asay gunti gari zanika gun unari kʉmʉse' ʉntosi ʉnkʉmʉn nu'nari, urakʉ máykʉnʉ tinʉre'nikuyekʉ pari anʉkʉwitʉreri ka' sikʉ wa'nanari ʉnwichana mʉsekumana.","Sentado en el antepecho de la ventana estaba un joven llamado Eutiquio, quien, como se alargaba la plática de Pablo, comenzó a dormirse. Vencido ya completamente por el sueño, cayó desde el tercer piso abajo. Cuando lo recogieron, estaba muerto."
"Awi Niwipawri, Abraan inʉ duna a'wesʉngwa kʉyanarwari má awiri mi tana arukʉn nuga ɉinase' a'wesʉngwa gun nʉndi, iwa ʉɉwʉn pari na'na zana kawi akwʉn nuga'bari, miwi apaw ananʉngwa zʉn gun nʉndi, ema ka'gʉmʉ Niwipawse'ri Abraanse' anipʉnhásana zʉn gun nʉnnʉndi”.","Que él te conceda la bendición de Abrahán a ti y a tus descendientes, y llegues a poseer la tierra en la que vives como extranjero, la que Dios entregó a Abrahán."
"Ey awi José ʉnde'kʉwikumanari anʉkuwirire'ri, Niwipaw zʉ gunamʉ warinzanʉse' anʉkʉyanaykʉchʉ ʉnnisiri, Mariari ʉnha'mia ʉnnanʉngwa nari anʉnkʉre'to una.","Cuando José despertó del sueño, hizo lo que el ángel del Señor le había ordenado: recibió en casa a su esposa,"
"A'bugʉmʉ á nʉkin ná i'ngwi uga mowga kʉtow kʉgí izʉna kʉnʉnari wichʉkwey nigame' gwamʉ ʉnka'sisana. Ey awi ikʉ kaʉ zʉna genʉn Jesú zwein nuse'ri,","porque su única hija, de unos doce años de edad, estaba muriéndose. Mientras Jesús se dirigía allá, la gente se apiñaba a su alrededor."
"Ʉweri zamʉ kinkiri minhanugwese' chonu' nari zúnkʉná zʉn gun chonʉndi, ey awi eymí pariri eygwi ana'chonʉngwasi”. Jesú eymí ie'ri, zamʉri bunsi kawa ni í ey yana.","Y añadió:—Lo que sale del interior, eso es lo que hace impura a una persona;"
"Ey uye'ki i'ngwi kwi'mase' zʉn mʉkʉ imʉnusi tʉkekʉ a'wasi gwi zwein nu'nari tókuma gwi uye'ri,","Un muchacho, cubierto solo con una sábana, iba siguiendo a Jesús. También quisieron echarle mano;"
"¡Gowiernu dúnʉna awʉnkawa, gowiernu niwitiɉoma Dawise' pari nákʉn nuga! ¡Niwipaw ku'nawarigʉn nikuya awʉnkawa rekʉkumʉyʉn!” wina'kʉnna.","Cuando Jesús entró en Jerusalén, se dirigió al Templo. Después de echar una ojeada por todas partes, como ya estaba anocheciendo, se fue a Betania acompañado de los Doce.La higuera sin fruto"
"Ʉweri judíw rinanu' neyka ɉinase' ipʉnhákumey, ʉya ɉinase'ri winisinsemey, awanu'né winʉkey, kʉkʉria winitusi gunti,","Allí será entregado en manos de extranjeros que se burlarán de él, lo insultarán, le escupirán,,"
"Josandi Sebá awiri Dedán zʉ kakʉ nʉnna, iwa Dedán tanari asurew, letusew, awiri leumew nʉnna.","Joxán engendró a Sabá y a Dedán. Los descendientes de Dedán fueron los asuríes, los litusíes y los leumíes."
"Ey awi Jesuri kʉzagichʉn nuse'ri, Lewíc Alfeo za'kinuga zʉ gʉmʉsinʉ, gowiernu Romazey nari ɉumi sisʉya'ba sá neyka keywʉ chuye'ri Jesuse'ri: —“Báy nʉnsin” kʉyasindi Lewíri ámʉsenaɉuri zóya keywʉ una.","Y él se levantó, recogió al punto su camilla y se fue en presencia de todos. Todos los presentes quedaron asombrados y alabaron a Dios diciendo:—Nunca habíamos visto cosa semejante."
"Ey ʉwame'gwi Israel zʉ gʉmʉsinʉ i'ngwi uga mowga kʉtow nʉnna tana ɉinase' gwakʉn eyma ga'kʉnamʉ winiwa'kʉn nugame' ɉwía seia nenʉn Niwipaw awʉnkawa winrekʉkusi ka'mʉkanʉn gun rinukʉndi, a rey Agripa iwa nʉn ayeygwi eyma tá a'chwaki nu'kwa'me zʉn gun judíw ɉinari gunʉ winʉngakaki rinukʉndi.","promesa cuyo cumplimiento aguardan esperanzadas nuestras doce tribus, mientras rinden culto a Dios día y noche sin cesar. Por tener esta esperanza, me acusan los judíos, rey Agripa."
"Ey uye'ri Pedruse'ri: —“Ey zásʉna ni” kʉyana.Ey awi Pedruri urakʉse' yow anikwʉn nuga'ba ʉnchore'ri, Jesuse' minsʉ amasayri: —“¿Simón, mari aziri na'chukwe? rey rinari ka'gʉmʉse' rinikwʉn nuga ɉinari, inʉ zasanʉn winʉkʉyʉn nugari nʉnno, apowru kingwi, kwa powru ʉɉwʉn zanʉ” key ie'ri.","Cuando llegaron a Cafarnaún, se dirigieron a Pedro los encargados de recaudar los impuestos del Templo y le preguntaron:—¿No paga el Maestro de ustedes el impuesto del Templo?"
¡Azi chʉwi miwe'zʉnniko! Miwiri mitiɉoma ɉina profeta ʉnwingwasi ka' anikumana'bari ʉya du kʉkusi anikʉye'ri.,"Uno de los doctores de la ley le contestó:—Maestro, diciendo esto nos ofendes también a nosotros."
"Ey awi nʉngwari i'ngwí sadusew ɉinase'ri, Jesú wina'zasisʉn gwi rizoyana, ikʉnha'ri ʉnwicha ʉwari eygwi neki anukuwirinu' neyka ni, winyeyka gun rinare'ri, eymí winʉkey keywʉ wina'zasisana:","Después de esto vinieron unos saduceos que, como dicen que no hay resurrección, hicieron a Jesús esta pregunta:"
Awi Pabluri rey ey keyri: —“¿Mari ga'kʉnamʉ profeta ɉinase' a'sana neykari tá ki na'chukwe? Tá na'chwʉya ni gun minha'chuweri” kʉyana.,"El rey está versado en estos temas, y a él puedo hablarle con plena confianza. Tengo la convicción de que no desconoce ningún detalle de todas estas cosas, ya que han acontecido a la vista de todos."
"Minhúmʉri migʉchʉ zʉn arampʉra gun nʉndi; ʉweri umʉri duna ki me'nikwʉndi gʉchakʉkin arampʉra wa'kʉya zana'ri na'nʉnno, ʉwe'ki du nanu' nánʉya me'nikwʉndi mi gʉchʉri twizʉna'ba zʉndi na'nʉnno.",.La lámpara y la luz
"Ey uye' nʉngwa Joseri mʉkʉ a'wʉn kawiri agutari a'zʉna sʉnnáɉuri, Jesú anʉkʉchʉnhey mʉkʉ ana'mʉsi nʉngwa ka' chámʉn a'dowrʉ zʉna'ba awʉn zari po'kumanin ana'yusiri a'nʉ awʉn kawasin achonʉyʉn gumʉ anʉkʉpa una.","Pilato, extrañado de que ya hubiera muerto, mandó llamar al comandante de la guardia para preguntarle si, en efecto, había muerto ya."
"ey uwe'ri, eyma juna neykari, niwi unkwey, zapari, zweinniwingweykazey nari jwa'samu gun niwikundi, kartiya unbona uneykari gugunka'gwa awun keywu du nanu' nunno","de hecho lo que allí se recoge, es lo que nosotros necesitamos conocer para la lucha y la defensa de la cultura"
"Ey awi Isaari Jakobu ga'kʉnamʉ duna a'wesi kʉchunhey, Jakobu ana'chonaki nuse'ri, Esauri kʉnkʉnʉn zawasi neynari kinkuma keywʉ una.","Apenas había terminado Isaac de bendecir a Jacob y de salir este de donde estaba su padre, cuando volvió de cazar Esaú, su hermano."
"Chʉwí miwe'zanʉn nuga ɉinari, awʉnkawa me'zanʉkwa naki,tanʉ zanamʉ miwikʉkwakumʉngwa gun nʉndi.","Felices los que están tristes, porque Dios mismo los consolará."
"Pinna zʉ Pawri, powru Israeri zʉ paw na'me kʉtʉkʉnʉn kingwi miwitiɉoma ɉina ʉnka'gu'na na'nó, ikʉnha'ri eyki Egiptu aɉwa nari winkwʉya nare'ki powru awʉtari neyka winre'gow awi nʉngwari Niwipawse'ri aɉumamʉsin kingwi eymekʉ pari ʉnwina'ga'sa una gun nʉndi.","El Dios del pueblo de Israel escogió a nuestros antepasados, engrandeció a este pueblo durante su estancia en Egipto y lo sacó de allí con su gran poder."
"Uye'ki Jesú tá wina'chwʉya ɉinari, Pabluri mʉnʉ'gwi ɉiwʉ gakay zweingwa winre'gow uye'ki Timotew nari Silasin nʉngwari eyki Berea kingwi ʉnwinachusa una.","Así que, sin pérdida de tiempo, los hermanos condujeron a Pablo hasta la costa; Silas y Timoteo se quedaron en Berea."
"¿Emari kʉn sʉrʉsʉyari nanu'kinó, María zʉ gʉmʉsinʉ, awiri santiagusin winʉnkwʉya na'ba, José, Júda awiri Simón zʉ gwía nanu'kinó? iwa ¿Abuti ɉina nʉnkʉri emʉnke' niwisin powruse'gwi ku'kino?” zʉn winʉnkeyri tá neki wina'chu nʉnna.","¿No es este el carpintero, el hijo de María y hermano de Santiago, José, Judas y Simón? ¿Y no son sus hermanas estas que viven aquí?Así que estaban desconcertados a causa de Jesús."
"Ey awi Jesuri warin ʉnzweingwari gugin gun anʉkichonʉn nuse'ri, twire' re'kusiri Jerusalén ʉnzweingwa keywʉ a'zanʉn nu'na.","Jesús le contestó:—No se lo prohíban, porque el que no está contra ustedes, está a favor de ustedes.IV. Camino hacia Jerusalén Los samaritanos rechazan a Jesús"
"Awi nʉngwari powrubá Jerikó ayekʉ winkinkumeyri. Jesuri kʉriwiya ɉinasin awiri eygwi aɉwasin nenʉn rinari powruba'tá wina'zagichi rizwein nuse'ri, i'ngwi wa'ku neyka ɉwí sisʉya Timew za'kinuga zʉ gʉmʉsinʉ Bartimeo za'kinuga íngunʉn gakʉn sá nʉnnari,","En esto llegaron a Jericó. Y más tarde, cuando Jesús salía de allí acompañado de sus discípulos y de otra mucha gente, un ciego llamado Bartimeo  estaba sentado junto al camino pidiendo limosna."
"Ey awi judíw eymekʉ winkuyari, judíw Tesalónika zanʉ ɉina gwasiri umʉn duna gun rinare'ri, zéyzéy wina'zariri ga'kʉnamʉse' a'nikwʉya winipariri, ga'kʉnamʉse' a'nikwʉyari ayey kinki kiyo wina'zari siginkʉchʉ zachʉn sekʉnʉnay rini'na.","En Berea, los judíos eran de mentalidad más abierta que los de Tesalónica, y recibieron el mensaje con gran interés, estudiando asiduamente las Escrituras para comprobar si las cosas eran realmente así."
Rewri máykʉnʉ uga mowga kʉtow kʉgi' izare'ri agʉmʉsinʉ Serug kwakumana.,Reú tenía treinta y dos años cuando engendró a Sarug.
"Ʉweri, ema cheyrwari, zʉnekʉ judíw gena kinkiri, buni'gʉmʉ zʉn ó a'kusiri, ikʉ re'basa gwi nika awiri, ingʉ gugín neyka, Nasarénua zakʉ wina'nuga winya ɉina, zʉ sakuku gwiri nuku'kinó.","Hemos llegado a descubrir que este hombre es peor que la peste. Se dedica a fomentar la discordia entre los judíos de todo el Imperio, además de ser el cabecilla de la secta de los nazarenos."
Uye'ri Pedruse'ri ingʉ aykʉnʉ uzoriri emey í asʉyachʉka kʉn key a'danʉnpʉnna:—“¡Nʉ sakuku emey neki mikizanukwey nanu' nanu'kinʉnno Niwipawse' kwa ki a'chwʉnno!” kʉyana.,"Pedro, llevándolo aparte, comenzó a reprenderlo, diciendo:—¡Que nada de eso te pase, Señor!"
"Iwa Kus zʉ gʉmʉsinʉ ɉinari Sebá, Havilá, Sabtá, Raamá awiri Sabteká rinʉnna. Iwa Raamá zʉ gʉmʉsinʉ ɉinari Sebá awiri Dedán rinʉnna.","Descendientes de Cam: Cus, Egipto, Put y Canaán."
"Uye'ki soldadu ɉina eykʉ winkinkumaye'ri kʉnse' kinkiri Inʉ neki a'geku' nʉnna, uye' nʉngwari eygwi aykwarigʉn rizoyanaɉuri:","Fueron los guardias, pero no encontraron a los apóstoles en la prisión; así que se volvieron e informaron del hecho"
"Ey awi ingʉ mʉchey zariri chinu rizʉn nuga sʉmʉ nu'nari,",A cierta distancia de allí estaba paciendo una gran piara de cerdos.
"Uye' nʉngwari i'ngwiri kurenisi kʉzoyanáɉuri inʉ wow a'zari ɉe kʉkwakumʉkwey kawase' winu tʉ a'zani'nasef a'minnaɉuri kʉn gari kawase' imʉnáɉuri a'disʉngwa'si kʉka' kʉtwisiri: —“Chusa ʉnki azi ni'niko, Elíase'ri krususe' pari kʉchʉnhʉndi eyki nako weri” yana.","A esa hora Jesús gritó con fuerza:—¡Eloí, Eloí! ¿lemá sabaqtaní?, que significa: «Dios mío, Dios mío, ¿por qué me has abandonado?»."
"Ey uye' nʉngwa a'mia ɉinari ka' ʉnkumʉyʉnke' pari mʉnʉ'gwi ʉnwina'choriri, winigakumá wina'zʉnasin, zéyzéy wina'zʉnasin winʉnkʉnchó wina'zariki, kurenisi keywʉ kʉriwiya ɉina ga' kʉyʉn rizwein nuse'ri.","Las mujeres se alejaron rápidamente del sepulcro y, asustadas pero al mismo tiempo llenas de alegría, corrieron a llevar la noticia a los discípulos."
Ey ʉweri ʉnnʉkʉnmi'ri ʉnnʉwesʉngwari emaba' nʉnsingwi gun nikwʉyeri.,"Pero ahora, sobre la mesa y junto a mí, está la mano del que me traiciona."
"Mʉnʉ'gwi igunámʉsa zʉndi a'wkinʉnno. Ʉwe'ki Ikʉ zʉ gʉmʉsinʉ warin zanʉ na'nige'ri, ¿ka'gʉmʉse'ri eyki á tá wina'chwʉya ɉina akwʉn nukʉngwa kinʉnno?” winʉkʉyana.Farisew awiri ɉumi sisʉyasin wasay ga'kʉnamʉ ʉnkʉwana","Les digo que les hará justicia enseguida. Pero cuando venga el Hijo del hombre, ¿aún encontrará fe en este mundo?Parábola del fariseo y el recaudador de impuestos"
"I'ngwiri kʉzʉn ʉwin a'chwi nʉchwʉndi, Niwipawri akingwi minha'chwi michu'nʉnno, i'ngwiri eymakin a'gwʉgin nʉwanʉndi, Niwipawri akingwi a'gwʉgin miwiwari inʉri miwe'wesu'nʉnno.","Porque del mismo modo que juzguen a los demás, los juzgará Dios a ustedes, y los medirá con la misma medida con que ustedes midan a los demás."
Ey anawi Jesuri Jerusalén ʉnzwein nuga nʉnnari íngunʉndi i'ngwi uga mowga kʉtow kʉriwiya yow winʉkʉkariri ingʉ aykʉnʉ winuzoriri:,"Cuando Jesús iba de camino subiendo hacia Jerusalén, llamó aparte a los doce discípulos y les dijo:"
"Ey uye' nʉngwa Niwipaw Niwisakukuri a'mia eykey: —“¿Yari eymí nʉnikakiri nʉnu'kwe?” key ie' nʉngwa, a'miase'ri: —“Gwiomʉ nʉkʉrigaséy una'me zʉn kʉn imʉga ga ukwin” key ie'ri.","Entonces Dios, el Señor, preguntó a la mujer:—¿Por qué hiciste eso?Ella respondió:—La serpiente me engañó y comí."
"Jakoburi Judásin sanusi José ga'kʉyʉn ga'sa una, Gosén aya meynarigʉn winkinkumʉn nu'nige'ri, ta'sʉn nakʉngwasi.","Israel envió por delante a Judá para que anunciara a José su llegada y acudiera a su encuentro en Gosen. Cuando estaban llegando a la región de Gosen,"
"Uye' nʉngwari Jesuri: —“¿Binzare' pariri eymí a'zʉnari no?” akakʉri kʉyana. Uye'ri akakʉse' gwase'ri: —“Gʉmʉsinʉ nare' pari ey a'zʉna ni,",Jesús preguntó al padre:—¿Cuánto tiempo hace que le pasa esto?Le contestó:—Desde niño.
Ɉuma'nisi amasayri: —“Ʉndá amʉsesiri núgwe ú kʉyana” uye'ri cheyrwari ɉʉn nisi keywʉ amʉsesiri ey ʉnnayʉn ʉnnu'na.,Le dijo entonces en voz alta:—¡Levántate y ponte derecho sobre tus pies!Él dio un salto y echó a andar.
—“Mʉkʉse' kʉdʉmana ne uwʉnki nukuseynari awkinʉnno” a'zanʉn nusi ey ni'na.,"diciéndose a sí misma: «Solo con que toque su manto, me curaré»."
"Jesuri: Eyma'ba rinikwʉn nu'na ɉina wina'zasisiri, ¿sawruba'ri inʉ awkwey nʉnari nó? ¿Duna kwa du nanu' neyka? ¿I'ngwiri ʉnzagisa awkwa kwa wichʉn gwa'sa awkwa? winʉkey,",Entonces Jesús dijo a los otros:—Voy a hacerles una pregunta: ¿Está permitido en sábado hacer el bien o hacer el mal? ¿Salvar una vida o dejarla perder?
